Rank,Sourceid,Title,SJR,SJR Best Quartile,URL,Scope
290,20233,"""Journal of Medical Microbiology""",0.68,Q3,https://www.scimagojr.com/journalsearch.php?q=20233&tip=sid&clean=0,"journal of medical microbiology provides comprehensive coverage of medical, dental and veterinary microbiology, and infectious diseases. we welcome everything from laboratory research to clinical trials, including bacteriology, virology, mycology and parasitology. we publish articles under the following subject categories: antimicrobial resistance; clinical microbiology; disease, diagnosis and diagnostics; medical mycology; molecular and microbial epidemiology; microbiome and microbial ecology in health; one health; pathogenesis, virulence and host response; prevention, therapy and therapeutics"
291,13882,"""European Journal of Protistology""",0.679,Q3,https://www.scimagojr.com/journalsearch.php?q=13882&tip=sid&clean=0,"articles deal with protists, unicellular organisms encountered free-living in various habitats or as parasites or used in basic research or applications. the european journal of protistology covers topics such as the structure and systematics of protists, their development, ecology, molecular biology and physiology. beside publishing original articles the journal offers a forum for announcing scientific meetings. reviews of recently published books are included as well. with its diversity of topics, the european journal of protistology is an essential source of information for every active protistologist and for biologists of various fields."
292,16152,"""World Journal of Microbiology and Biotechnology""",0.673,Q2,https://www.scimagojr.com/journalsearch.php?q=16152&tip=sid&clean=0,"world journal of microbiology and biotechnology publishes research papers and review articles on all aspects of microbiology and microbial biotechnology.

since its foundation, the journal has provided a forum for research work directed toward finding microbiological and biotechnological solutions to global problems. as many of these problems, including crop productivity, public health and waste management, have major impacts in the developing world, the journal especially reports on advances for and from developing regions.

some topics are not within the scope of the journal. please do not submit your manuscript if it falls into one of the following categories:

· virology

· simple isolation of microbes from local sources

· simple descriptions of an environment or reports on a procedure

· veterinary, agricultural and clinical topics in which the main focus is not on a microorganism

· data reporting on host response to microbes

· optimization of a procedure

· description of the biological effects of not fully identified compounds or undefined extracts of natural origin

· data on not fully purified enzymes or procedures in which they are applied

all articles published in the journal are independently refereed."
293,20802,"""Vector-Borne and Zoonotic Diseases""",0.672,Q3,https://www.scimagojr.com/journalsearch.php?q=20802&tip=sid&clean=0,"vector-borne and zoonotic diseases is an authoritative, peer-reviewed journal providing basic and applied research on diseases transmitted to humans by invertebrate vectors or non-human vertebrates. the journal examines geographic, seasonal, and other risk factors that influence the transmission, diagnosis, management, and prevention of this group of infectious diseases, and identifies global trends that have the potential to result in major epidemics.

vector-borne and zoonotic diseases coverage includes:

-ecology
-entomology
-epidemiology
-infectious diseases
-microbiology
-parasitology
-pathology
-public health
-tropical medicine
-wildlife biology
-bacterial, rickettsial, viral, and parasitic zoonoses"
294,20491,"""Journal of Medical Entomology""",0.67,Q2,https://www.scimagojr.com/journalsearch.php?q=20491&tip=sid&clean=0,"journal of medical entomology is published bimonthly in january, march, may, july, september, and november. the journal publishes reports on all phases of medical entomology and medical acarology, including the systematics and biology of insects, acarines, and other arthropods of public health and veterinary significance. in addition to full-length research articles, the journal publishes reviews, interpretive articles in a forum section, short communications, and letters to the editor."
295,19781,"""Scandinavian Journal of Rheumatology""",0.669,Q3,https://www.scimagojr.com/journalsearch.php?q=19781&tip=sid&clean=0,"scandinavian journal of rheumatology is the official journal of the scandinavian society for rheumatology, a non-profit organization following the statutes of the scandinavian society for rheumatology/scandinavian research foundation. the main objective of the foundation is to support research and promote information and knowledge about rheumatology and related fields. the annual surplus by running the journal is awarded to young, talented, researchers within the field of rheumatology.pasting
the scandinavian journal of rheumatology is an international scientific journal covering clinical and experimental aspects of rheumatic diseases. the journal provides essential reading for rheumatologists as well as general practitioners, orthopaedic surgeons, radiologists, pharmacologists, pathologists and other health professionals with an interest in patients with rheumatic diseases.

the journal publishes original articles as well as reviews, editorials, letters and supplements within the various fields of clinical and experimental rheumatology, including;

epidemiology
aetiology and pathogenesis
treatment and prophylaxis
laboratory aspects including genetics, biochemistry, immunology, immunopathology, microbiology, histopathology, pathophysiology and pharmacology
radiological aspects including x-ray, ultrasonography, ct, mri and other forms of imaging."
296,20752,"""Critical Reviews in Immunology""",0.663,Q3,https://www.scimagojr.com/journalsearch.php?q=20752&tip=sid&clean=0,"immunology covers a broad spectrum of investigations at the genes, molecular, cellular, organ and system levels to reveal defense mechanisms against pathogens as well as protection against tumors and autoimmune diseases. the great advances in immunology in recent years make this field one of the most dynamic and rapidly growing in medical sciences. critical reviewstm in immunology (cri) seeks to present a balanced overview of contemporary adaptive and innate immune responses related to autoimmunity, tumor, microbe, transplantation, neuroimmunology, immune regulation and immunotherapy from basic to translational aspects in health and disease. the articles that appear in cri are mostly obtained by invitations to active investigators. but the journal will also consider proposals from the scientific community. interested investigators should send their inquiries to the editor before submitting a manuscript."
297,19622,"""Archaea""",0.66,Q3,https://www.scimagojr.com/journalsearch.php?q=19622&tip=sid&clean=0,"archaea is a peer-reviewed, open access journal that publishes original research articles as well as review articles dealing with all aspects of archaea, including environmental adaptation, enzymology, genetics and genomics, metabolism, molecular biology, molecular ecology, phylogeny, and ultrastructure. bioinformatics studies and biotechnological implications of archaea will be considered. published since 2002, archaea provides a unique venue for exchanging information about these extraordinary prokaryotes."
298,20737,"""Clinical and Molecular Allergy""",0.655,Q3,https://www.scimagojr.com/journalsearch.php?q=20737&tip=sid&clean=0,"clinical and molecular allergy is an open access, peer-reviewed, international journal that covers all aspects of allergy research with a primary focus on molecular allergy and clinical applications of molecular techniques. clinical and molecular allergy is the official journal of the italian society of allergology, asthma and clinical immunology.

this international journal appeals to allergists & immunologists, pulmonologists, otolaryngologists, geneticists and other physicians, healthcare workers, medical students and the public worldwide.

topics of interest include, but are not limited to: clinical allergy, including respiratory allergy, food allergy, drug allergy, insect sting allergy; diagnostics (component resolved diagnostics, allergen extract diagnostics); structural biology of allergens (and their interactions with the immune system); bioinformatics of allergens; epitopes and mimotopes; genetics and epigenetics; therapeutics using molecular techniques; effect of the microbiome on development of allergic disease."
299,19034,"""Microbial Drug Resistance""",0.648,Q3,https://www.scimagojr.com/journalsearch.php?q=19034&tip=sid&clean=0,"microbial drug resistance (mdr) is an international, peer-reviewed journal that covers the global spread and threat of multi-drug resistant clones of major pathogens that are widely documented in hospitals and the scientific community. the journal addresses the serious challenges of trying to decipher the molecular mechanisms of drug resistance. mdr provides a multidisciplinary forum for peer-reviewed original publications as well as topical reviews and special reports.

mdr coverage includes:
molecular biology of resistance mechanisms
virulence genes and disease
molecular epidemiology
drug design
infection control."
300,21100230018,"""BioMed Research International""",0.647,Q2,https://www.scimagojr.com/journalsearch.php?q=21100230018&tip=sid&clean=0,"biomed research international is a peer-reviewed, open access journal that publishes original research articles, review articles, and clinical studies covering a wide range of subjects in life sciences and medicine. the journal is divided into 55 subject areas."
301,21100864540,"""Bioscience of Microbiota, Food and Health""",0.647,Q2,https://www.scimagojr.com/journalsearch.php?q=21100864540&tip=sid&clean=0,"bioscience of microbiota, food and health (bmfh) is a peer-reviewed scientific journal with a specific area of focus: intestinal microbiota of human and animals, lactic acid bacteria (lab) and food immunology and food function. bmfh contains full papers, notes, reviews and letters to the editor in all areas dealing with intestinal microbiota, lab and food immunology and food function. bmfh takes a multidisciplinary approach and focuses on a broad spectrum of issues."
302,5800207503,"""Future Microbiology""",0.644,Q3,https://www.scimagojr.com/journalsearch.php?q=5800207503&tip=sid&clean=0,"future medicine, an imprint of future science group, addresses information needs in clinical and translational medicine and the biosciences. taking a concise and forward-looking perspective of the developments in modern healthcare, our journals and ebooks span the scientific, clinical, economic and policy issues that confront us today."
303,12100157191,"""Innate Immunity""",0.644,Q3,https://www.scimagojr.com/journalsearch.php?q=12100157191&tip=sid&clean=0,"innate immunity is a highly ranked, peer-reviewed open access journal and is the official journal of the international endotoxin & innate immunity society (ieiis). the journal welcomes manuscripts from researchers actively working on all aspects of innate immunity including biologically active bacterial, viral, fungal, parasitic, and plant components, as well as relevant cells, their receptors, signaling pathways, and induced mediators.

the aim of the journal is to provide a single, interdisciplinary forum for the dissemination of new information on innate immunity in humans, animals, and plants to researchers. the journal creates a vehicle for the publication of articles encompassing all areas of research: basic, applied, and clinical. the subject areas of interest include, but are not limited to: research in biochemistry, biophysics, cell biology, chemistry, clinical medicine, immunology, infectious diseases, microbiology, molecular biology, and pharmacology.

the journal includes original research articles, notes, and (mini) reviews. in addition, manuscripts are welcome that describe novel methods or techniques, or significant improvements to established protocols. it is the intention that each issue of the journal also will contain an invited review of a scientific topic of current interest."
304,21771,"""AIDS Research and Human Retroviruses""",0.64,Q3,https://www.scimagojr.com/journalsearch.php?q=21771&tip=sid&clean=0,"aids research and human retroviruses was the very first aids publication in the field over 30 years ago, and today it is still the critical resource advancing research in retroviruses, including aids. the journal provides the broadest coverage from molecular biology to clinical studies and outcomes research, focusing on developments in prevention science, novel therapeutics, and immune-restorative approaches. cutting-edge papers on the latest progress and research advances through clinical trials and examination of targeted antiretroviral agents lead to improvements in translational medicine for optimal treatment outcomes.

aids research and human retroviruses coverage includes:

hiv cure research
hiv prevention science
  - vaccine research
  - systemic and topical prep
molecular and cell biology of hiv and siv
developments in hiv pathogenesis and comorbidities
molecular biology, immunology, and epidemiology of htlv
pharmacology of hiv therapy
social and behavioral science
rapid publication of emerging sequence information."
305,19710,"""FEMS Yeast Research""",0.639,Q2,https://www.scimagojr.com/journalsearch.php?q=19710&tip=sid&clean=0,"fems yeast research offers efficient publication of high-quality original research articles, mini-reviews, letters to the editor, perspectives and commentaries that express current opinions. the journal will select for publication only those manuscripts deemed to be of major relevance to the field and generally will not consider articles that are largely descriptive without insights on underlying mechanism or biology. submissions on any yeast species are welcome provided they report results within the scope outlined below and are of significance to the yeast field."
306,20795,"""Human Immunology""",0.639,Q3,https://www.scimagojr.com/journalsearch.php?q=20795&tip=sid&clean=0,"the journal's scope includes understanding the genetic and functional mechanisms that distinguish human individuals in their immune responses to allografts, pregnancy, infections or vaccines as well as the immune responses that lead to autoimmunity, allergy or drug hypersensitivity. it also includes examining the distribution of the genes controlling these responses in populations.

research areas include:

studies of the genetics, genomics, polymorphism, evolution, and population distribution of immune-related genes

studies of the expression, structure and function of the products of immune-related genes

immunogenetics of susceptibility to infectious and autoimmune disease, and allergy

the role of the immune-related genes in hematopoietic stem cell, solid organ, and vascularized composite allograft transplant

histocompatibility studies including alloantibodies, epitope definition, and t cell alloreactivity

studies of immunologic tolerance and pregnancy

t cell, b cell, nk and regulatory cell functions, particularly related to subjects within the journal's scope

pharmacogenomics and vaccine development in the context of immune-related genes

human immunology considers immune-related genes to include those encoding classical and non-classical hla, kir, mic, minor histocompatibility antigens (mhag), immunoglobulins, tcr, bcr, proteins involved in antigen processing and presentation, complement, fc receptors, chemokines and cytokines. other immune-related genes may be considered.

human immunology is also interested in bioinformatics of immune-related genes and organizational topics impacting laboratory processes, organ allocation, clinical strategies, and registries related to autoimmunity and transplantation."
307,16078,"""Journal of Biotechnology""",0.637,Q2,https://www.scimagojr.com/journalsearch.php?q=16078&tip=sid&clean=0,"the journal of biotechnology has an open access mirror journal, the journal of biotechnology: x, sharing the same aims and scope, editorial team, submission system and rigorous peer review.

the journal provides a medium for the rapid publication of both full-length articles and short communications on novel and innovative aspects of biotechnology. the journal will accept papers ranging from genetic or molecular biological positions to those covering biochemical, chemical or bioprocess engineering aspects as well as computer application of new software concepts, provided that in each case the material is directly relevant to biotechnological systems. papers presenting information of a multidisciplinary nature that would not be suitable for publication in a journal devoted to a single discipline, are particularly welcome."
308,17689,"""Avian Pathology""",0.636,Q2,https://www.scimagojr.com/journalsearch.php?q=17689&tip=sid&clean=0,"avian pathology is the official journal of the world veterinary poultry association and, since its first publication in 1972, has been a leading international journal for poultry disease scientists. it publishes material relevant to the entire field of infectious and non-infectious diseases of poultry and other birds. accepted manuscripts will contribute novel data of interest to an international readership and will add significantly to knowledge and understanding of diseases, old or new.

the journal publishes peer reviewed original research articles, reviews, and short communications. subject areas include pathology, diagnosis, detection and characterisation of pathogens, infections of possible zoonotic importance, epidemiology, innate and immune responses, vaccines, gene sequences, genetics in relation to disease and physiological and biochemical changes in response to disease. first and subsequent reports of well-recognized diseases within a country are not acceptable unless they also include substantial new information about the disease or pathogen. manuscripts on wild or pet birds should describe disease or pathogens in a significant number of birds, recognizing/suggesting serious potential impact on that species or that the disease or pathogen is of demonstrable relevance to poultry. manuscripts on food-borne microorganisms acquired during or after processing, and those that catalogue the occurrence or properties of microorganisms, are unlikely to be considered for publication in the absence of data linking them to avian disease."
309,21100197945,"""Biocatalysis and Agricultural Biotechnology""",0.636,Q2,https://www.scimagojr.com/journalsearch.php?q=21100197945&tip=sid&clean=0,"biocatalysis and agricultural biotechnology is the official journal of the international society of biocatalysis and agricultural biotechnology (isbab). the journal publishes high quality articles especially in the science and technology of biocatalysis, bioprocesses, agricultural biotechnology, biomedical biotechnology, and, if appropriate, from other related areas of biotechnology. the journal will publish peer-reviewed basic and applied research papers, authoritative reviews, and feature articles.

the scope of the journal encompasses the research, industrial, and commercial aspects of biotechnology, including the areas of: biocatalysis; bioprocesses; food and agriculture; genetic engineering; molecular biology; healthcare and pharmaceuticals; biofuels; genomics; nanotechnology; environment and biodiversity; and bioremediation."
310,22465,"""Korean Journal of Parasitology""",0.635,Q2,https://www.scimagojr.com/journalsearch.php?q=22465&tip=sid&clean=0,"the korean journal of parasitology is the official journal paperless, on-line publication after vol. 53, 2015 of the korean society for parasitology and tropical medicine. abbreviated title is ‘korean j parasitol’. it was launched in 1963. it contains original articles, case reports, brief communications, reviews or mini-reviews, book reviews, and letters to the editor on parasites of humans and animals, vectors, host-parasite relationships, zoonoses, and tropical medicine. it is published bimonthly in february, april, june, august, october, and december each year. supplement numbers are at times published. all of the manuscripts are peer-reviewed."
311,15609,"""Enzyme and Microbial Technology""",0.634,Q2,https://www.scimagojr.com/journalsearch.php?q=15609&tip=sid&clean=0,"enzyme and microbial technology is an international, peer-reviewed journal publishing original research and reviews, of biotechnological significance and novelty, on basic and applied aspects of the science and technology of processes involving the use of enzymes, micro-organisms, animal cells and plant cells.
we especially encourage submissions on:

biocatalysis and the use of directed evolution in synthetic biology and biotechnology
biotechnological production of new bioactive molecules, biomaterials, biopharmaceuticals, and biofuels
new imaging techniques and biosensors, especially as applicable to healthcare and systems biology
new biotechnological approaches in genomics, proteomics and metabolomics
metabolic engineering, biomolecular engineering and nanobiotechnology
manuscripts which report isolation, purification, immobilization or utilization of organisms or enzymes which are already well-described in the literature are not suitable for publication in emt, unless their primary purpose is to report significant new findings or approaches which are of broad biotechnological importance. similarly, manuscripts which report optimization studies on well-established processes are inappropriate. emt does not accept papers dealing with mathematical modeling unless they report significant, new experimental data."
312,22372,"""Immunopharmacology and Immunotoxicology""",0.631,Q3,https://www.scimagojr.com/journalsearch.php?q=22372&tip=sid&clean=0,"the journal immunopharmacology and immunotoxicology is devoted to pre-clinical and clinical drug discovery and development targeting the immune system. research related to the immunoregulatory effects of various compounds, including small-molecule drugs and biologics, on immunocompetent cells and immune responses, as well as the immunotoxicity exerted by xenobiotics and drugs. only research that describe the mechanisms of specific compounds (not extracts) is of interest to the journal.

the journal will prioritise preclinical and clinical studies on immunotherapy of disorders such as chronic inflammation, allergy, autoimmunity, cancer etc. the effects of small-drugs, vaccines and biologics against central immunological targets as well as cell-based therapy, including dendritic cell therapy, t cell adoptive transfer and stem cell therapy, are topics of particular interest. publications pointing towards potential new drug targets within the immune system or novel technology for immunopharmacological drug development are also welcome.

with an immunoscience focus on drug development, immunotherapy and toxicology, the journal will cover areas such as infection, allergy, inflammation, tumor immunology, degenerative disorders, immunodeficiencies, neurology, atherosclerosis and more.

immunopharmacology and immunotoxicology will accept original manuscripts, brief communications, commentaries, mini-reviews, reviews, clinical trials and clinical cases, on the condition that the results reported are based on original, clinical, or basic research that has not been published elsewhere in any journal in any language (except in abstract form relating to paper communicated to scientific meetings and symposiums)."
313,4700152504,"""Food Biophysics""",0.629,Q2,https://www.scimagojr.com/journalsearch.php?q=4700152504&tip=sid&clean=0,"biophysical studies of foods and agricultural products involve research at the interface of chemistry, biology, and engineering, as well as the new interdisciplinary areas of materials science and nanotechnology. such studies include but are certainly not limited to research in the following areas: the structure of food molecules, biopolymers, and biomaterials on the molecular, microscopic, and mesoscopic scales; the molecular basis of structure generation and maintenance in specific foods, feeds, food processing operations, and agricultural products; the mechanisms of microbial growth, death and antimicrobial action; structure/function relationships in food and agricultural biopolymers; novel biophysical techniques (spectroscopic, microscopic, thermal, rheological, etc.) for structural and dynamical characterization of food and agricultural materials and products; the properties of amorphous biomaterials and their influence on chemical reaction rate, microbial growth, or sensory properties; and molecular mechanisms of taste and smell.

a hallmark of such research is a dependence on various methods of instrumental analysis that provide information on the molecular level, on various physical and chemical theories used to understand the interrelations among biological molecules, and an attempt to relate macroscopic chemical and physical properties and biological functions to the molecular structure and microscopic organization of the biological material."
314,19900193845,"""International Journal of Microbiology""",0.625,Q3,https://www.scimagojr.com/journalsearch.php?q=19900193845&tip=sid&clean=0,"international journal of microbiology is a peer-reviewed, open access journal that publishes original research articles, review articles, and clinical studies on microorganisms and their interaction with hosts and the environment. the journal covers all microbes, including bacteria, fungi, viruses, archaea, and protozoa. basic science will be considered, as well as medical and applied research."
315,21100463862,"""Parasite Epidemiology and Control""",0.625,Q2,https://www.scimagojr.com/journalsearch.php?q=21100463862&tip=sid&clean=0,"there is increased parasitology research that analyses the patterns, causes, and effects of health and disease conditions in defined populations. this epidemiology of parasite infectious diseases is predominantly studied in human populations but also includes other major hosts of parasitic infections and as such this journal has broad remit. parasite epidemiology and control focuses on the major areas of epidemiological study including disease etiology, disease surveillance, drug resistance, geographical spread, screening, biomonitoring, and comparisons of treatment effects in clinical trials for both human and other animals. we also focus on the epidemiology and control of vector insects. the journal also covers the use of geographic information systems (epi-gis) for epidemiological surveillance which is a rapidly growing area of research in infectious diseases. molecular epidemiological approaches are also particularly encouraged."
316,24899,"""Photodermatology Photoimmunology and Photomedicine""",0.622,Q3,https://www.scimagojr.com/journalsearch.php?q=24899&tip=sid&clean=0,"the journal is a forum for new information about the direct and distant effects of electromagnetic radiation (ultraviolet, visible and infrared) mediated through skin. the divisions of the editorial board reflect areas of specific interest: aging, carcinogenesis, immunology, instrumentation and optics, lasers, photodynamic therapy, photosensitivity, pigmentation and therapy. photodermatology, photoimmunology & photomedicine includes original articles, reviews, communications and editorials.

original articles may include the investigation of experimental or pathological processes in humans or animals in vivo or the investigation of radiation effects in cells or tissues in vitro. methodology need have no limitation; rather, it should be appropriate to the question addressed."
317,21100853016,"""Antibodies""",0.614,Q3,https://www.scimagojr.com/journalsearch.php?q=21100853016&tip=sid&clean=0,"antibodies (issn 2073-4468), an international, peer-reviewed open access journal which provides an advanced forum for studies related to antibodies and antigens. it publishes reviews, research articles, communications and short notes. our aim is to encourage scientists to publish their experimental and theoretical results in as much detail as possible. there is no restriction on the length of the papers. full experimental and/or methodical details must be provided. electronic files or software regarding the full details of the calculation and experimental procedure - if unable to be published in a normal way - can be deposited as supplementary material.
this journal covers all topics related to antibodies and antigens, topics of interest include (but are not limited to):

antibody-producing cells (including b cells),
antibody structure and function,
antibody-antigen interactions,
fc receptors,
antibody manufacturing
antibody engineering,
antibody therapy,
immunoassays,
antibody diagnosis,
tissue antigens,
exogenous antigens,
endogenous antigens,
autoantigens,
monoclonal antibodies,
natural antibodies,
humoral immune responses,
immunoregulatory molecules."
318,5800173376,"""Biology Direct""",0.613,Q3,https://www.scimagojr.com/journalsearch.php?q=5800173376&tip=sid&clean=0,"biology direct serves the life science research community as an open access and author driven open peer review journal, providing authors and readers with an alternative to the traditional model of peer review. biology direct considers original research articles, hypotheses, comments, discovery notes, application notes and reviews in subject areas currently identified as those most conducive to the open review approach, primarily those with a significant non-experimental component."
319,21100900065,"""International Journal of Neonatal Screening""",0.608,Q2,https://www.scimagojr.com/journalsearch.php?q=21100900065&tip=sid&clean=0,"the international journal of neonatal screening (ijns) is the official journal of the international society for neonatal screening (isns). ijns is also the official journal of the german society for neonatal screening (dgns). ijns aims to improve the knowledge of the natural course of target diseases for newborn screening, as well as the knowledge about methods used in newborn screening laboratories. ijns also seeks to improve the communication between newborn screening laboratories worldwide, and to distribute technical notes and improvement of existing screening methods and assays. ijns is a peer-reviewed open access online journal, which will serve as the unique and universal platform for all newborn screening relevant topics of interest to: pediatricians specialised in inborn errors of metabolism, pediatric endocrinologists, pediatric pneumologists, pediatric immunologists, clinical chemists, biochemists, molecular biologists, geneticists, genetic counselors, neonatologists, public health authorities & specialists.

ijns welcomes:

-research articles-
reviews-
technical notes-
case reports focussed on cases found in nbs-
letters: comments on previous articles or relevant topics related to nbs."
320,16337,"""Journal of Bioscience and Bioengineering""",0.608,Q2,https://www.scimagojr.com/journalsearch.php?q=16337&tip=sid&clean=0,"the journal of bioscience and bioengineering is a research journal publishing original full-length research papers, reviews, and letters to the editor. the journal is devoted to the advancement and dissemination of knowledge concerning fermentation technology, biochemical engineering, food technology and microbiology."
321,19624,"""Archives of Virology""",0.602,Q3,https://www.scimagojr.com/journalsearch.php?q=19624&tip=sid&clean=0,"archives of virology publishes original contributions from all branches of research on viruses, virus-like agents, and virus infections of humans, animals, plants, insects, and bacteria. coverage spans a broad spectrum of topics, from descriptions of newly discovered viruses, to studies of virus structure, composition, and genetics, to studies of virus interactions with host cells, organisms and populations. studies employ molecular biologic, molecular genetics, and current immunologic and epidemiologic approaches. contents include studies on the molecular pathogenesis, pathophysiology, and genetics of virus infections in individual hosts, and studies on the molecular epidemiology of virus infections in populations. also included are studies involving applied research such as diagnostic technology development, monoclonal antibody panel development, vaccine development, and antiviral drug development.archives of virology wishes to publish obituaries of recently deceased well-known virologists and leading figures in virology."
322,19735,"""Indian Journal of Microbiology""",0.602,Q3,https://www.scimagojr.com/journalsearch.php?q=19735&tip=sid&clean=0,"indian journal of microbiology is the official organ of the association of microbiologists of india (ami). it publishes full-length papers, short communication reviews and mini reviews on all aspects of microbiological research, published quarterly (march, june, september and december). areas of special interest include agricultural, food, environmental, industrial, medical, pharmaceutical, veterinary and molecular microbiology."
323,29663,"""Journal of Theoretical Biology""",0.601,Q2,https://www.scimagojr.com/journalsearch.php?q=29663&tip=sid&clean=0,"the journal of theoretical biology is the leading forum for theoretical perspectives that give insight into biological processes. it covers a very wide range of topics and is of interest to biologists in many areas of research, including:

• brain and neuroscience
• cancer growth and treatment
• cell biology
• developmental biology
• ecology
• evolution
• immunology,
• infectious and non-infectious diseases,
• mathematical, computational, biophysical and statistical modeling
• microbiology, molecular biology, and biochemistry
• networks and complex systems
• physiology
• pharmacodynamics
• animal behavior and game theory

acceptable papers are those that bear significant importance on the biology per se being presented, and not on the mathematical analysis. papers that include some data or experimental material bearing on theory will be considered, including those that contain comparative study, statistical data analysis, mathematical proof, computer simulations, experiments, field observations, or even philosophical arguments, which are all methods to support or reject theoretical ideas. however, there should be a concerted effort to make papers intelligible to biologists in the chosen field."
324,21100802702,"""Bioengineered""",0.6,Q2,https://www.scimagojr.com/journalsearch.php?q=21100802702&tip=sid&clean=0,"bioengineered is an open access, multi-disciplinary, peer reviewed journal dedicated to highlighting the most recent and significant advances in various aspects of biotechnology for food, pharmaceutical, medical, industrial, environmental and bio-defense applications. with a strong focus on fundamental science, the journal strives to serve a broader readership by regularly publishing articles on regulatory, legal, and political issues related to all aspects of bioengineering and biotechnology. 

bioengineered publishes relevant and timely original research, reviews and commentaries; providing context for original work presented in  bioengineered and key results published elsewhere. original research papers may cover any aspect of genetic engineering/biotechnology which involves the generation of recombinant strains (both prokaryote and eukaryote) for beneficial applications in food, medicine, industry, environment and bio-defense.  

relevant topics include (but are not limited to):  

• bioenergy and biofuels 
• biodefense 
• biomaterials 
• biomolecules 
• molecular engineering  
• cellular engineering  
• tissue engineering  
• bioengineered therapeutics, devices and drug delivery  
• systems and synthetic bioengineering  
• theoretical and computational bioengineering"
325,21100225613,"""Human gene therapy methods""",0.599,Q2,https://www.scimagojr.com/journalsearch.php?q=21100225613&tip=sid&clean=0,"human gene therapy (hgt) is the premier, multidisciplinary journal covering all aspects of gene therapy. the journal publishes important advances in dna, rna, cell and immune therapies, validating the latest advances in research and new technologies.

established in 1990, hgt provides a prestigious forum for publishing scientific and clinical research, including ethical, legal, regulatory, social, and commercial issues, which enables the advancement and progress of therapeutic procedures leading to improved patient outcomes, and ultimately, to curing diseases.

hgt is published 12 times per year, including sections on methods (product testing and development) and clinical development (regulatory review, toxicology and commercial development). the journal also publishes a wide range of reviews, commentaries and editorials.

complete coverage includes:
basic and clinical advances in gene therapy
delivery systems
cell therapy
immunotherapy
clinical genome editing
small nucleic acid therapeutics, including rnai
clinical trials (including confirmatory or negative results)
improvements in vector developments
animal models
pre-clinical animal/in vitro studies to assess safety of gene and cell therapy products
clinical protocols
commercial development of gene and cell therapy products."
326,15610,"""Extremophiles""",0.595,Q3,https://www.scimagojr.com/journalsearch.php?q=15610&tip=sid&clean=0,"extremophiles features original research articles, reviews, and method papers on the biology, molecular biology, structure, function, and applications of microbial life at high or low temperature, pressure, acidity, alkalinity, salinity, or desiccation; or in the presence of organic solvents, heavy metals, normally toxic substances, or radiation."
327,23046,"""Transactions of the Royal Society of Tropical Medicine and Hygiene""",0.595,Q2,https://www.scimagojr.com/journalsearch.php?q=23046&tip=sid&clean=0,"transactions of the royal society of tropical medicine and hygiene is an official journal of the royal society of tropical medicine and hygiene. it publishes authoritative and impactful original, peer-reviewed articles and reviews on all aspects of tropical medicine. the journal offers a respected voice for clinicians, health-related scientists, development organisations and students in topics including:

clinical tropical medicine
infectious diseases
parasitology and entomology
microbiology and virology
epidemiology
chemotherapy
immunology
public health, including social science."
328,13845,"""Bulletin of Mathematical Biology""",0.594,Q3,https://www.scimagojr.com/journalsearch.php?q=13845&tip=sid&clean=0,"the bulletin of mathematical biology, the official journal of the society for mathematical biology, disseminates original research findings and other information relevant to the interface of biology and the mathematical sciences. contributions should have relevance to both fields. in order to accommodate the broad scope of new developments, the journal accepts a variety of contributions, including:

original research articles focused on new biological insights gained with the help of tools from the mathematical sciences or new mathematical tools and methods with demonstrated applicability to biological investigations
research in mathematical biology education
reviews
commentaries
perspectives, and contributions that discuss issues important to the profession
all contributions are peer-reviewed."
329,20254,"""Letters in Applied Microbiology""",0.593,Q2,https://www.scimagojr.com/journalsearch.php?q=20254&tip=sid&clean=0,"journal of & letters in applied microbiology are two of the flagship research journals of the society for applied microbiology (sfam). for more than 75 years they have been publishing top quality research and reviews in the broad field of applied microbiology. the journals are provided to all sfam members as well as having a global online readership totalling more than 500,000 downloads per year in more than 200 countries. submitting authors can expect fast decision and publication times, averaging 33 days to first decision and 34 days from acceptance to online publication. there are no page charges."
330,19623,"""Archives of Microbiology""",0.59,Q3,https://www.scimagojr.com/journalsearch.php?q=19623&tip=sid&clean=0,"archives of microbiology publishes papers on all areas of basic research in microbiology.

research papers must make a significant and original contribution to
microbiology and be of interest to a broad readership. the results of any
experimental approach that meets these objectives are welcome, particularly
biochemical, molecular genetic, physiological, and/or physical investigations into
microbial cells and their interactions with their environments.

mini-reviews in areas of special topical interest are also published.

theoretical papers and those that report on the analysis or 'mining' of data are
acceptable in principle if new information, interpretations, or hypotheses
emerge."
331,20688,"""Autoimmunity""",0.59,Q3,https://www.scimagojr.com/journalsearch.php?q=20688&tip=sid&clean=0,"autoimmunity is an international, peer reviewed journal that publishes articles on cell and molecular immunology, immunogenetics, molecular biology and autoimmunity. current understanding of immunity and autoimmunity is being furthered by the progress in new molecular sciences that has recently been little short of spectacular. in addition to the basic elements and mechanisms of the immune system, autoimmunity is interested in the cellular and molecular processes associated with systemic lupus erythematosus, rheumatoid arthritis, sjogren syndrome, type i diabetes, multiple sclerosis and other systemic and organ-specific autoimmune disorders. the journal reflects the immunology areas where scientific progress is most rapid. it is a valuable tool to basic and translational researchers in cell biology, genetics and molecular biology of immunity and autoimmunity."
