Rank,Sourceid,Title,SJR,SJR Best Quartile,URL,Scope
353,21100938253,"""Environmental Pollutants and Bioavailability""",0.495,Q3,https://www.scimagojr.com/journalsearch.php?q=21100938253&tip=sid&clean=0,"environmental pollutants & bioavailability is a peer-reviewed open access forum for insights on the chemical aspects of pollutants in the environment and biota, and their impacts on the uptake of the substances by living organisms.

topics include the occurrence, distribution, transport, transformation, transfer, fate, and effects of environmental pollutants, as well as their impact on living organisms. substances of interests include heavy metals, persistent organic pollutants, and emerging contaminants, such as engineered nanomaterials, as well as pharmaceuticals and personal-care products as pollutants."
354,25241,"""Toxicology Mechanisms and Methods""",0.492,Q3,https://www.scimagojr.com/journalsearch.php?q=25241&tip=sid&clean=0,"toxicology mechanisms and methods is a peer-reviewed journal whose aim is twofold. firstly, the journal contains original research on subjects dealing with the mechanisms by which foreign chemicals cause toxic tissue injury. chemical substances of interest include industrial compounds, environmental pollutants, hazardous wastes, drugs, pesticides, and chemical warfare agents. the scope of the journal spans from molecular and cellular mechanisms of action to the consideration of mechanistic evidence in establishing regulatory policy.

secondly, the journal addresses aspects of the development, validation, and application of new and existing laboratory methods, techniques, and equipment. a variety of research methods are discussed, including:
in vivo studies with standard and alternative species
in vitro studies and alternative methodologies
molecular, biochemical, and cellular techniques
pharmacokinetics and pharmacodynamics
mathematical modeling and computer programs
forensic analyses
risk assessment
data collection and analysis."
355,21100455212,"""Biomedical Reports""",0.488,Q2,https://www.scimagojr.com/journalsearch.php?q=21100455212&tip=sid&clean=0,"biomedical reports is a monthly, peer-reviewed journal, dedicated to publishing research across all fields of biology and medicine, including pharmacology, pathology, gene therapy, genetics, microbiology, neurosciences, infectious diseases, molecular cardiology and molecular surgery. the journal provides a home for original research, case reports and review articles."
356,12328,"""Current Therapeutic Research""",0.487,Q3,https://www.scimagojr.com/journalsearch.php?q=12328&tip=sid&clean=0,"we also encourage the submission of manuscripts presenting preclinical and very preliminary research that may stimulate further investigation of potentially relevant findings, as well as in-depth review articles on specific therapies or disease states, and applied health delivery or pharmacoeconomics.

ctr encourages and supports the submission of manuscripts describing:

• interventions designed to understand or improve human health, disease treatment or disease prevention;

• studies that focus on problems that are uncommon in resource-rich countries;

• research that is ""under-published"" because of limited access to monetary resources such as english language support and open access fees (ctr offers deeply discounted english language editing);

• republication of articles previously published in non-english journals (eg, evidence-based guidelines) which could be useful if translated into english;

• preclinical and clinical product development studies that are not pursued for further investigation based upon early phase results."
357,144963,"""Drug Discovery Today: Disease Models""",0.487,Q3,https://www.scimagojr.com/journalsearch.php?q=144963&tip=sid&clean=0,"drug discovery today: disease models is an integral part of the drug discovery today journal suite. disease models special sections are a one-stop resource on in vitro, in vivo and in silico- italicized models of human disease with an emphasis on etiology, pathogenesis and molecular mechanisms. the special sections are a collection of review articles that delivers a critical analysis and evaluation of models that cover the essential elements of molecular medicine and drug discovery relevant to a wide audience of specialists. non-specialists. researchers in corporate environments, clinicians, academic and clinical researchers, biotech and pharma. drug discovery today: disease models provides insights into the use of models for discovery and development of new drugs and tackles controversial topics with a balanced view of developments in the field."
358,25111,"""International Journal of Toxicology""",0.487,Q3,https://www.scimagojr.com/journalsearch.php?q=25111&tip=sid&clean=0,"international journal of toxicology (ijt) offers academic, industry, and regulatory toxicologists, as well as toxicology consultants, timely, peer-reviewed, multidisciplinary articles and incisive reviews on contemporary issues in toxicology, plus safety assessments, novel approaches to toxicological testing, mechanisms of toxicity, biomarkers, and risk assessment. each issue of ijt provides an important forum for articles that promote basic toxicology research, as well as those that facilitate and improve toxicology practice.

ijt also publishes invited reviews, articles based on symposia, book and media reviews, and editorials. ijt publishes sponsored supplemental issues, including three issues each year devoted to contributions from the cosmetic ingredient review expert panel.
each issue brings the reader up to date across the broad range of critical issues in toxicology, including: 

•mechanisms of toxicity 
•risk assessment and safety evaluation 
•carcinogenicity 
•reproductive and genetic toxicity 
•epidemiology and clinical toxicity 
•new approaches to toxicological testing 
•alternatives to animal testing 
•regulatory toxicology"
359,110097,"""Food and Drug Law Journal""",0.485,Q3,https://www.scimagojr.com/journalsearch.php?q=110097&tip=sid&clean=0,"the food and drug law journal is a peer-reviewed quarterly devoted to the analysis of legislation, regulations, court decisions, and public policies affecting industries regulated by the u.s. food and drug administration (fda) and related agencies and authorities, including the development, manufacture, marketing, and use of drugs, medical devices, biologics, food, dietary supplements, cosmetics, veterinary, tobacco, and cannabis-derived products.

building on more than 70 years of scholarly discourse, since 2015, the journal is published in partnership with the georgetown university law center and the o’neill institute for national & global health law.

all members can access the journal online. each member organization and most individual memberships (except for government, student, and emeritus members) receive one subscription to the print journal."
360,19443,"""American Journal of Health-System Pharmacy""",0.483,Q3,https://www.scimagojr.com/journalsearch.php?q=19443&tip=sid&clean=0,"the american journal of health-system pharmacy (ajhp) is the official publication of the american society of health-system pharmacists (ashp). it publishes peer-reviewed scientific papers on contemporary drug therapy and pharmacy practice innovations in hospitals and health systems. with a circulation of more than 43,000, ajhp is the most widely recognized and respected clinical pharmacy journal in the world."
361,15462,"""Biotechnology and Applied Biochemistry""",0.478,Q3,https://www.scimagojr.com/journalsearch.php?q=15462&tip=sid&clean=0,"published since 1979, biotechnology and applied biochemistry is dedicated to the rapid publication of high quality, significant research at the interface between life sciences and their technological exploitation. 

the editors will consider papers for publication based on their novelty and impact as well as their contribution to the advancement of medical biotechnology and industrial biotechnology, covering cutting-edge research in synthetic biology, systems biology, metabolic engineering, bioengineering, biomaterials, biosensing, and nano-biotechnology."
362,20659,"""Critical Reviews in Therapeutic Drug Carrier Systems""",0.473,Q2,https://www.scimagojr.com/journalsearch.php?q=20659&tip=sid&clean=0,"therapeutic uses of a variety of drug carrier systems have significant impact on the treatment and potential cure of many chronic diseases, including cancer, diabetes mellitus, psoriasis, parkinsons, alzheimer, rheumatoid arthritis, hiv infection, infectious diseases, asthma, and drug addiction. scientific efforts in these areas are multidisciplinary, involving the physical, biological, medical, pharmaceutical, biological materials, and engineering fields.
articles concerning this field appear in a wide variety of journals. with the vast increase in the number of articles and the tendency to fragment science, it becomes increasingly difficult to keep abreast of the literature and to sort out and evaluate the importance and reliability of the data, especially when proprietary considerations are involved. abstracts and noncritical articles often do not provide a sufficiently reliable basis for proper assessment of a given field without the additional perusal of the original literature. this journal bridges this gap by publishing authoritative, objective, comprehensive multidisciplinary critical review papers with emphasis on formulation and delivery systems. both invited and contributed articles are subject to peer review."
363,145693,"""Canadian Pharmacists Journal""",0.468,Q2,https://www.scimagojr.com/journalsearch.php?q=145693&tip=sid&clean=0,"the canadian pharmacists association advocates for pharmacists and supports its members to advance the profession and enhance patient outcomes. we see the pharmacist as the health professional whose practice, based on unique knowledge and skills, optimizes medication use and enhances patient outcomes."
364,24043,"""Journal of Labelled Compounds and Radiopharmaceuticals""",0.468,Q3,https://www.scimagojr.com/journalsearch.php?q=24043&tip=sid&clean=0,"the journal of labelled compounds and radiopharmaceuticals publishes all aspects of research dealing with labeled compound preparation and applications of these compounds. this includes tracer methods used in medical, pharmacological, biological, biochemical and chemical research in vitro and in vivo.

the journal of labelled compounds and radiopharmaceuticals devotes particular attention to biomedical research, diagnostic and therapeutic applications of radiopharmaceuticals, covering all stages of development from basic metabolic research and technological development to preclinical and clinical studies based on physically and chemically well characterized molecular structures, coordination compounds and nano-particles."
365,28727,"""Anti-Cancer Drugs""",0.463,Q3,https://www.scimagojr.com/journalsearch.php?q=28727&tip=sid&clean=0,"anti-cancer drugs reports both clinical and experimental results related to anti-cancer drugs, and welcomes contributions on anti-cancer drug design, drug delivery, pharmacology, hormonal and biological modalities and chemotherapy evaluation. an internationally refereed journal devoted to the fast publication of innovative investigations on therapeutic agents against cancer, anti-cancer drugs aims to stimulate and report research on both toxic and non-toxic anti-cancer agents. consequently, the scope on the journal will cover both conventional cytotoxic chemotherapy and hormonal or biological response modalities such as interleukins and immunotherapy. submitted articles undergo a preliminary review by the editor. some articles may be returned to authors without further consideration. those being considered for publication will undergo further assessment and peer-review by the editors and those invited to do so from a reviewer pool."
366,25129,"""Journal of Environmental Pathology, Toxicology and Oncology""",0.463,Q3,https://www.scimagojr.com/journalsearch.php?q=25129&tip=sid&clean=0,"the journal of environmental pathology, toxicology and oncology publishes original research and reviews of factors and conditions that affect human and animal carcinogensis. scientists in various fields of biological research, such as toxicologists, chemists, immunologists, pharmacologists, oncologists, pneumologists, and industrial technologists, will find this journal useful in their research on the interface between the environment, humans, and animals."
367,13671,"""Biologicals""",0.46,Q3,https://www.scimagojr.com/journalsearch.php?q=13671&tip=sid&clean=0,"biologicals provides a modern and multidisciplinary international forum for news, debate, and original research on all aspects of biologicals used in human and veterinary medicine. the journal publishes original papers, reviews, and letters relevant to the development, production, quality control, and standardization of biological derived from both novel and established biotechnologies. special issues are produced to reflect topics of particular international interest and concern.three types of papers are welcome: original research reports, short papers, and review articles. the journal will also publish comments and letters to the editor, book reviews, meeting reports and information on regulatory issues."
368,4000150314,"""Chemical Biology and Drug Design""",0.46,Q3,https://www.scimagojr.com/journalsearch.php?q=4000150314&tip=sid&clean=0,"chemical biology & drug design is a peer-reviewed scientific journal that is dedicated to the advancement of innovative science, technology and medicine with a focus on the multidisciplinary fields of chemical biology and drug design. it is the aim of chemical biology & drug design to capture significant research and drug discovery that highlights new concepts, insight and new findings within the scope of chemical biology and drug design."
369,130025,"""Current Drug Delivery""",0.46,Q2,https://www.scimagojr.com/journalsearch.php?q=130025&tip=sid&clean=0,"current drug delivery aims to publish peer-reviewed articles, research articles, in-depth reviews/mini-reviews, and drug clinical trials studies in the rapidly developing field of drug delivery. modern drug research aims to build delivery properties of a drug at the design phase, however in many cases this idea cannot be met and the development of delivery systems becomes as important as the development of the drugs themselves.

the journal aims to cover the latest outstanding developments in drug and vaccine delivery employing physical, physico-chemical and chemical methods. the drugs include a wide range of bioactive compounds from simple pharmaceuticals to peptides, proteins, nucleotides, nucleosides and sugars. the journal will also report progress in the fields of transport routes and mechanisms including efflux proteins and multi-drug resistance."
370,25149,"""Journal of Toxicological Sciences""",0.46,Q3,https://www.scimagojr.com/journalsearch.php?q=25149&tip=sid&clean=0,"the journal of toxicological sciences (j. toxicol. sci.) is a scientific journal that publishes research about the mechanisms and significance of the toxicity of substances, such as drugs, food additives, food contaminants and environmental pollutants. papers on the toxicities and effects of extracts and mixtures containing unidentified compounds cannot be accepted as a general rule."
371,26514,"""Tetrahedron Letters""",0.459,Q3,https://www.scimagojr.com/journalsearch.php?q=26514&tip=sid&clean=0,"tetrahedron letters provides rapid dissemination of short accounts of advances of outstanding significance and timeliness in the broad field of organic chemistry and its related disciplines, such as organic materials and bio-organic chemistry.

communications in tetrahedron letters are expected to represent brief summaries of preliminary work or initial results at the cutting edge of the field. rapid publication of such research enables authors to transmit their new contributions quickly to a large, international audience.

tetrahedron letters also publishes 'digests', commissioned short reviews, highlights or perspectives, focusing on recent advancements in a field."
372,21100854647,"""Applied In Vitro Toxicology""",0.458,Q3,https://www.scimagojr.com/journalsearch.php?q=21100854647&tip=sid&clean=0,"applied in vitro toxicology is a peer-reviewed journal providing the latest research on the application of alternative in vitro testing methods for predicting adverse effects in the pharmaceutical, chemical, and personal care industries. this journal aims to address important issues facing the various chemical industries, including regulatory requirements; the reduction, refinement, and replacement of animal testing; new screening methods; evaluation of new cell and tissue models; and the most appropriate methods for assessing safety and satisfying regulatory demands. the journal also delivers the latest views and opinions of developers of new models, end users of the models, academic laboratories that are inventing new tools, and regulatory agencies in the united states, europe, latin america, australia and asia. 

applied in vitro toxicology is the journal that scientists involved with hazard identification and risk assessment will read to understand how new and existing in vitro methods are applied, and the questions for which these models provide answers.

applied in vitro toxicology coverage includes:
-applied in vitro toxicology industry standards
-new technologies developed for applied in vitro toxicology
-data acquisition, cleaning, distribution, and best practices
-data protection, privacy, and policy
-business interests from research to product
-the changing role of in vitro toxicology
-visualization and design principles of applied in vitro toxicology infrastructures
-physical interfaces and robotics
-opportunities around applied in vitro toxicology"
373,21167,"""Pharmacogenomics""",0.458,Q3,https://www.scimagojr.com/journalsearch.php?q=21167&tip=sid&clean=0,"pharmacogenomics (issn 1462-2416) is a peer-reviewed journal presenting reviews and reports by the researchers and decision-makers closely involved in this rapidly developing area. key objectives are to provide the community with an essential resource for keeping abreast of the latest developments in all areas of this exciting field. pharmacogenomics focuses on those aspects that have the most direct relevance to the pharmaceutical industry and wider clinical community, including:

-the emergence of new pharmacogenomic initiatives and their impact on r&d and regulatory strategies
-emerging technologies for accessing and exploiting genomic information
-reviews of genotyping and clinical data in particular therapeutic areas
-development of novel diagnostic products and strategies.
pharmacogenomics is the leading source of commentary and analysis, bringing you the highest quality expert analyses from corporate and academic opinion leaders in the field."
374,23412,"""Journal of AOAC International""",0.457,Q3,https://www.scimagojr.com/journalsearch.php?q=23412&tip=sid&clean=0,"the journal of aoac international publishes the latest in basic and applied research in analytical sciences related to foods, drugs, agriculture, the environment, and more. the journal is the method researchers' forum for exchanging information and keeping informed of new technology and techniques pertinent to regulatory agencies and regulated industries."
375,19300156901,"""Dose-Response""",0.453,Q3,https://www.scimagojr.com/journalsearch.php?q=19300156901&tip=sid&clean=0,"dose-response is an open access peer-reviewed online journal publishing original findings and commentaries on the occurrence of dose-response relationships across a broad range of disciplines, including physiology, biochemistry, molecular biology, toxicology, radiation biology, pharmacology, pharmacology, medicine, experimental psychology, plant biology, as well as environmental and related sciences. particular interest focuses on experimental evidence providing mechanistic understanding of nonlinear dose-response relationships."
376,21100896682,"""Toxicon: X""",0.453,Q3,https://www.scimagojr.com/journalsearch.php?q=21100896682&tip=sid&clean=0,
377,24578,"""Mathematical Medicine and Biology""",0.45,Q3,https://www.scimagojr.com/journalsearch.php?q=24578&tip=sid&clean=0,"formerly the ima journal of mathematics applied in medicine and biology.

mathematical medicine and biology publishes original articles with a significant mathematical content addressing topics in medicine and biology. papers exploiting modern developments in applied mathematics are particularly welcome. the biomedical relevance of mathematical models should be demonstrated clearly and validation by comparison against experiment is strongly encouraged.

the journal welcomes contributions relevant to any area of the life sciences including:

-biomechanics-
biophysics-
cell biology-
developmental biology-
ecology and the environment-
epidemiology-
immunology-
infectious diseases-
neuroscience-
pharmacology-
physiology-
population biology"
378,21101039763,"""EJNMMI Radiopharmacy and Chemistry""",0.447,Q3,https://www.scimagojr.com/journalsearch.php?q=21101039763&tip=sid&clean=0,
379,5400152628,"""Revista Brasileira de Farmacognosia""",0.444,Q2,https://www.scimagojr.com/journalsearch.php?q=5400152628&tip=sid&clean=0,"the brazilian journal of pharmacognosy is a scientific journal edited and published by the brazilian society of pharmacognosy (sbfgnosia) since 1986, an association that brings together researchers, students and professionals who study and investigate natural drugs, especially those of plant origin and its isolated substances. it is available in printed form for its members and subscribers and openly on the internet with all numbers and contents. the published articles are original research contributions. the evaluation of the manuscript is held by ad hoc advisers, which reflects the quality and credibility of the journal."
380,35190,"""Revista Espanola de Quimioterapia""",0.44,Q3,https://www.scimagojr.com/journalsearch.php?q=35190&tip=sid&clean=0,"the official journal of the sociedad española de quimioterapia (spanish society of chemotherapy), publishes articles that further knowledge and advance the science and application of antimicrobial chemotherapy with antibiotics and antifungal, antiviral and antiprotozoal agents primarily in human medicine.  authors sign an exclusive license agreement, where authors have copyright but license exclusive rights in their article to the publisher. all  manuscripts are free open access. revista española de quimioterapia includes the following sections: reviews, original articles, brierf reports, letters, and consensus documents."
381,22456,"""International Journal of Pharmacy Practice""",0.437,Q2,https://www.scimagojr.com/journalsearch.php?q=22456&tip=sid&clean=0,"the international journal of pharmacy practice (ijpp) is a medline-indexed, peer reviewed, international journal. it is one of the leading journals publishing health services research in the context of pharmacy, pharmaceutical care, medicines and medicines management. regular sections in the journal include, editorials, literature reviews, original research, personal opinion and short communications.

topics covered include: medicines utilisation, medicine management, medicines distribution, supply and administration, pharmaceutical services, professional and patient/lay perspectives, public health (including, e.g. health promotion, needs assessment, health protection) evidence based practice, pharmacy education.

methods include both evaluative and exploratory work including, randomised controlled trials, surveys, epidemiological approaches, case studies, observational studies, and qualitative methods such as interviews and focus groups. application of methods drawn from other disciplines e.g. psychology, health economics, morbidity are especially welcome as are developments of new methodologies."
382,19700188217,"""Bioanalysis""",0.435,Q2,https://www.scimagojr.com/journalsearch.php?q=19700188217&tip=sid&clean=0,"reliable data obtained from selective, sensitive and reproducible analysis of xenobiotics and biotics in biological samples is a fundamental and crucial part of every successful drug development program. the same principles can also apply to many other areas of research such as forensic science, toxicology and sports doping testing.

the bioanalytical field incorporates sophisticated techniques linking sample preparation and advanced separations with ms and nmr detection systems, automation and robotics. standards set by regulatory bodies regarding method development and validation increasingly define the boundaries between speed and quality.

bioanalysis is a progressive discipline for which the future holds many exciting opportunities to further reduce sample volumes, analysis cost and environmental impact, as well as to improve sensitivity, specificity, accuracy, efficiency, assay throughput, data quality, data handling and processing.

the journal bioanalysis focuses on the techniques and methods used for the detection or quantitative study of analytes in human or animal biological samples. bioanalysis encourages the submission of articles describing forward-looking applications, including biosensors, microfluidics, miniaturized analytical devices, and new hyphenated and multi-dimensional techniques.

bioanalysis delivers essential information in concise, at-a-glance article formats. key advances in the field are reported and analyzed by international experts, providing an authoritative but accessible forum for the modern bioanalyst."
383,25305,"""SAR and QSAR in Environmental Research""",0.433,Q3,https://www.scimagojr.com/journalsearch.php?q=25305&tip=sid&clean=0,"sar and qsar in environmental research is an international journal welcoming papers on the fundamental and practical aspects of the structure-activity and structure-property relationships in the fields of environmental science, agrochemistry, toxicology, pharmacology and applied chemistry. a unique aspect of the journal is the focus on emerging techniques for the building of sar and qsar models in these widely varying fields. the scope of the journal includes, but is not limited to, the topics of topological and physicochemical descriptors, mathematical, statistical and graphical methods for data analysis, computer methods and programs, original applications and comparative studies. in addition to primary scientific papers, the journal contains reviews of books and software and news of conferences. special issues on topics of current and widespread interest to the sar and qsar community will be published from time to time."
384,21194,"""Pharmacology""",0.432,Q3,https://www.scimagojr.com/journalsearch.php?q=21194&tip=sid&clean=0,"pharmacology is an international forum to present and discuss current perspectives in drug research. the journal communicates research in basic and clinical pharmacology and related fields. it covers biochemical pharmacology, molecular pharmacology, immunopharmacology, drug metabolism, pharmacogenetics, analytical toxicology, neuropsychopharmacology, pharmacokinetics and clinical pharmacology. in addition to original papers and short communications of investi­gative findings and pharmacological profiles, the journal contains reviews, comments and perspective notes; research communications of novel therapeutic agents are encouraged."
385,19700177407,"""Interdisciplinary Toxicology""",0.43,Q3,https://www.scimagojr.com/journalsearch.php?q=19700177407&tip=sid&clean=0,"the journal publishes original papers, review articles and clinical reports on research relating to the toxicity of chemicals and their mixtures at molecular, cellular, tissue, target organ and whole body level in vivo (by all routes of exposure) and in vitro/ex vivo. focus is on all aspects of modern toxicology: studies of pharmacotoxicological and metabolic mechanisms, toxicogenomics and proteomics, pharmacokinetics, cytotoxicity, immunotoxicity, organ toxicity, developmental toxicity, carcinogenesis, mutagenesis, environmental toxicity and environmental health concerning humans (including epidemiological studies), predictive toxicology, risk assessment, environmental chemistry of pesticides and dioxins,forensic toxicology and alternative toxicity testing."
386,29947,"""Journal of Chemotherapy""",0.429,Q3,https://www.scimagojr.com/journalsearch.php?q=29947&tip=sid&clean=0,"the journal of chemotherapy is an international multidisciplinary journal committed to the rapid publication of high quality, peer-reviewed, original research on all aspects of antimicrobial and antitumor chemotherapy.

the journal publishes original experimental and clinical research articles, state-of-the-art reviews, brief communications and letters on all aspects of chemotherapy, providing coverage of the pathogenesis, diagnosis, treatment, and control of infection, as well as the use of anticancer and immunomodulating drugs.

specific areas of focus include, but are not limited to:

·          antibacterial, antiviral, antifungal, antiparasitic, and antiprotozoal agents;

·          anticancer classical and targeted chemotherapeutic agents, biological agents, hormonal drugs, immunomodulatory drugs, cell therapy and gene therapy;

·          pharmacokinetic and pharmacodynamic properties of antimicrobial and anticancer agents;

·          the efficacy, safety and toxicology profiles of antimicrobial and anticancer drugs;

·          drug interactions in single or combined applications;

·          drug resistance to antimicrobial and anticancer drugs;

·          research and development of novel antimicrobial and anticancer drugs, including preclinical, translational and clinical research;

·          biomarkers of sensitivity and/or resistance for antimicrobial and anticancer drugs;

·          pharmacogenetics and pharmacogenomics;

·          precision medicine in infectious disease therapy and in cancer therapy;

·          pharmacoeconomics of antimicrobial and anticancer therapies and the implications to patients, health services, and the pharmaceutical industry."
387,19447,"""Journal of the American Pharmacists Association : JAPhA""",0.429,Q3,https://www.scimagojr.com/journalsearch.php?q=19447&tip=sid&clean=0,"the journal of the american pharmacists association is the official peer-reviewed journal of the american pharmacists association (apha), providing information on pharmaceutical care, drug therapy, diseases and other health issues, trends in pharmacy practice and therapeutics, informed opinion, and original research. japha publishes original research, reviews, experiences, and opinion articles that link science to contemporary pharmacy practice to improve patient care."
388,23129,"""Journal of Veterinary Pharmacology and Therapeutics""",0.425,Q3,https://www.scimagojr.com/journalsearch.php?q=23129&tip=sid&clean=0,"the journal of veterinary pharmacology and therapeutics (jvpt) is an international journal devoted to the publication of scientific papers in the basic and clinical aspects of veterinary pharmacology and toxicology, whether the study is in vitro, in vivo, ex vivo or in silico. the journal is a forum for recent scientific information and developments in the discipline of veterinary pharmacology, including toxicology and therapeutics. studies that are entirely in vitro will not be considered within the scope of jvpt unless the study has direct relevance to the use of the drug (including toxicants and feed additives) in veterinary species, or that it can be clearly demonstrated that a similar outcome would be expected in vivo. these studies should consider approved or widely used veterinary drugs and/or drugs with broad applicability to veterinary species."
389,19500157062,"""Current Cardiovascular Risk Reports""",0.424,Q3,https://www.scimagojr.com/journalsearch.php?q=19500157062&tip=sid&clean=0,"the aim of this journal is to keep readers informed by providing cutting-edge reviews on key topics pertaining to cardiovascular risk. we use a systematic approach: international experts prepare timely articles on relevant topics that highlight the most important recent original publications.

we accomplish this aim by appointing section editors in major subject areas across the discipline of cardiovascular medicine to select topics for review articles by leading experts who emphasize recent developments and highlight important papers published in the past year. an editorial board of internationally diverse members suggests topics of special interest to their country/region and ensures that topics are current and include emerging research. we also provide commentaries from well-known figures in the field."
390,130031,"""Journal of Toxicologic Pathology""",0.424,Q3,https://www.scimagojr.com/journalsearch.php?q=130031&tip=sid&clean=0,"jtp is a scientific journal that publishes original studies in the field of toxicological pathology and in a wide variety of other related fields. the main scope of the journal is listed below.

administrative opinions of policymakers and regulatory agencies
adverse events
carcinogenesis
data of a predominantly negative nature
drug-induced hematologic toxicity
embryological pathology
high throughput pathology
historical data of experimental animals
immunohistochemical analysis
molecular pathology
nomenclature of lesions
non-mammal toxicity study
result or lesion induced by chemicals of which names hidden on account of the authors
technology and methodology related to toxicological pathology
tumor pathology; neoplasia and hyperplasia
ultrastructural analysis
use of animal models."
391,21100815317,"""Journal of Pharmacopuncture""",0.42,Q3,https://www.scimagojr.com/journalsearch.php?q=21100815317&tip=sid&clean=0,"the journal of pharmacopuncture is an international, peer-reviewed open-access journal published in english by the korean pharmacopuncture institute (kpi). the journal has provided high-quality papers quarterly since it was launched in 1997. its issn was changed in september 2010 from 1226-4849 to 2093-6966 when its title was changed from daehanyakchimhakhweiji to the journal of pharmacopuncture. the journal aims to publish evidence-based, scientific research papers in the multidisciplinary field of traditional and modern medicine through a strict review process by a panel of experts. as an international journal, the journal of pharmacopuncture also aims to present major advances and new developments contributing to the advancement of complementary and alternative medicine, with a special focus on pharmacology, acupuncture and a combination of pharmacology and acupuncture. the journal is dedicated to disseminating current data and ideas and fostering debate on issues related to complementary and alternative medicine and to providing better information to both the general public and experts. in addition, the journal requires high standards of research ethics to maintain the integrity of science."
392,4000152107,"""Journal of Venomous Animals and Toxins Including Tropical Diseases""",0.419,Q3,https://www.scimagojr.com/journalsearch.php?q=4000152107&tip=sid&clean=0,"journal of venomous animals and toxins including tropical diseases (jvatitd) is a non-commercial academic open access publication dedicated to research on all aspects of toxinology, venomous animals and tropical diseases. its interdisciplinary content includes original scientific articles covering research on toxins derived from animals, plants and microorganisms. topics of interest include, but are not limited to:systematics and morphology of venomous animals;physiology, biochemistry, pharmacology and immunology of toxins;epidemiology, clinical aspects and treatment of envenoming by different animals, plants and microorganisms;development and evaluation of antivenoms and toxin-derivative products;epidemiology, clinical aspects and treatment of tropical diseases (caused by virus, bacteria, algae, fungi and parasites) including the neglected tropical diseases (ntds) defined by the world health organization."
393,21100218529,"""Value in Health Regional Issues""",0.414,Q2,https://www.scimagojr.com/journalsearch.php?q=21100218529&tip=sid&clean=0,"value in health regional issues (vihri) is a new scientific journal of the international society for pharmacoeconomics and outcomes research (ispor) to encourage and enhance the science of pharmacoeconomic/health economic and health outcomes research and its use in health care decisions in asia, latin america, central & eastern europe, western asia, and africa.

value in health regional issues, a peer-reviewed publication, is an independent journal (unique issn), and is related to value in health only in cover design and contents. the scope and mission of value in health regional issues is consistent with the mission and scope of the society.

value in health regional issues includes articles on health care policy analysis, outcomes research (clinical, economic, and patient-reported) empirical studies, methodological studies, and articles on health care resources in the region.

health care decision-maker commentaries that stimulate communication between health outcomes researchers and policymakers are welcome. commentaries are expected to include discussion on how researchers can better respond to the needs of those making clinical and financial decisions in health care.

the criteria of an article to be considered are as follows:

• the first author of an article submitted to value in health regional issues must reside in the region to which a specific regional issue is dedicated; and
• the empirical study article submitted to value in health regional issues must include subjects from population(s) in the region to which a specific regional issue is dedicated."
394,21907,"""Journal of Anaesthesiology Clinical Pharmacology""",0.413,Q2,https://www.scimagojr.com/journalsearch.php?q=21907&tip=sid&clean=0,"the journal covers clinical and technical studies related to anesthesiology and publishes original peer-reviewed research and clinical work in anesthesiology, pain, critical care, perioperative medicine and all specialties of anesthesia including translational aspects of basic science research, equipment, training and ethics. articles of high impact clinical research and those with implications for clinical practice will be given preference. the journal also publishes commissioned review articles, commentaries, and editorials alongwith clinically relevant novel case reports/series, correspondence and special articles of general interest."
395,19700201141,"""Journal of Ayurveda and Integrative Medicine""",0.413,Q3,https://www.scimagojr.com/journalsearch.php?q=19700201141&tip=sid&clean=0,"the journal of ayurveda and integrative medicine (j-aim) is internationally circulated open access
official publication of world ayurveda foundation and trans-disciplinary university, bengaluru. as a
trans-disciplinary platform for integrative health sciences, j-aim aims to explore the relationships
between ayurveda, traditional medicine, biomedicine and other contemporary health sciences,
encouraging meaningful collaboration to promote effective, safe and affordable global health."
396,19398,"""Acta Pharmaceutica""",0.41,Q2,https://www.scimagojr.com/journalsearch.php?q=19398&tip=sid&clean=0,"ap is an international, multidisciplinary journal devoted to pharmaceutical and allied sciences and contains articles predominantly on core biomedical and health subjects. the aim of ap is to increase the impact of pharmaceutical research in academia, industry and laboratories. with strong emphasis on quality and originality, ap publishes reports from the discovery of a drug up to clinical practice. topics covered are: analytics, biochemistry, biopharmaceutics, biotechnology, cell biology, cell cultures, clinical pharmacy, drug design, drug delivery, drug disposition, drug stability, gene technology, medicine (including diagnostics and therapy), medicinal chemistry, metabolism, molecular modeling, pharmacology (clinical and animal), peptide and protein chemistry, pharmacognosy, pharmacoepidemiology, pharmacoeconomics, pharmacodynamics and pharmacokinetics, protein design, radiopharmaceuticals, and toxicology."
397,25223,"""Toxicology and Industrial Health""",0.41,Q3,https://www.scimagojr.com/journalsearch.php?q=25223&tip=sid&clean=0,"toxicology & industrial health is a journal dedicated to reporting results of basic and applied toxicological research with direct application to industrial/occupational health. such research includes the fields of genetic and cellular toxicology, as well as health risk assessment and risk assessment as applied to hazardous wastes/sites and groundwater."
