Rank,Sourceid,Title,SJR,SJR Best Quartile,URL,Scope
312,18071,"""Neurotoxicity Research""",0.733,Q3,https://www.scimagojr.com/journalsearch.php?q=18071&tip=sid&clean=0,"neurotoxicity research is an international, interdisciplinary broad-based journal for reporting both basic and clinical research on classical neurotoxicity effects and mechanisms associated with neurodegeneration, necrosis, neuronal apoptosis, nerve regeneration, neurotrophin mechanisms, and topics related to these themes.

published papers have focused on:

neurodegeneration and injury
neuropathologies
neuronal apoptosis
neuronal necrosis
neural death processes (anatomical, histochemical, neurochemical)
neurodegenerative disorders
neural effects of substances of abuse

nerve regeneration and responses to injury
neural adaptations
neurotrophin mechanisms and actions

neuro(cyto)toxicity processes and neuroprotection
excitatory amino acids
neurotoxins, endogenous and synthetic
reactive oxygen (nitrogen) species
neuroprotection by endogenous and exogenous agents

papers on related themes are welcome."
313,21100238622,"""Biomolecular Concepts""",0.73,Q3,https://www.scimagojr.com/journalsearch.php?q=21100238622&tip=sid&clean=0,"biomolecular concepts is a peer-reviewed open access journal fostering the integration of different fields of biomolecular research. the journal aims to provide expert summaries from prominent researchers, and conclusive extensions of research data leading to new and original, testable hypotheses. aspects of research that can promote related fields, and lead to novel insight into biological mechanisms or potential medical applications are of special interest. original research articles reporting new data of broad significance are also welcome.

topics:
-cellular and molecular biology-
genetics and epigenetics-
biochemistry-
structural biology-
neurosciences-
developmental biology-
molecular medicine-
pharmacology-
microbiology-
plant biology and biotechnology."
314,19015,"""Metabolic Brain Disease""",0.729,Q4,https://www.scimagojr.com/journalsearch.php?q=19015&tip=sid&clean=0,"metabolic brain disease serves as a forum for the publication of outstanding basic and clinical papers on all metabolic brain disease, including both human and animal studies. the journal publishes papers on the fundamental pathogenesis of these disorders and on related experimental and clinical techniques and methodologies. metabolic brain disease is directed to physicians, neuroscientists, internists, psychiatrists, neurologists, pathologists, and others involved in the research and treatment of a broad range of metabolic brain disorders."
315,25336,"""Neurodegenerative Diseases""",0.729,Q2,https://www.scimagojr.com/journalsearch.php?q=25336&tip=sid&clean=0,"neurodegenerative diseases is a bimonthly, multidisciplinary journal for the publication and discussion of advances in research on all aspects of neurodegenerative diseases. the journal focuses on alzheimer disease, parkinson disease, amyotrophic lateral sclerosis, and huntington disease, but will also welcome articles on related neurological and psychiatric disorders. a particular thematic focus is set on the interplay between vascular pathology, neuroinflammatory change, and the progression of neurodegenerative disease. in addition to clinical and basic science studies, brief methodological papers are welcome. this includes the emerging fields of statistical genetics, clinical and preclinical neuroimaging, novel algorithms of biomedical image computing, and basic science approaches to elucidate mechanisms of neurodegenerative disease.
neurodegenerative diseases accepts high-quality papers in the form of brief reports, original research, or review articles from a broad spectrum of scientific research areas ranging from neuroscience and genetics to clinical and preclinical neuroimaging and biomarker studies, molecular and cell biology as well as pharmacology. all articles will undergo rigorous scientific as well as statistical/bioinformatic review to ensure excellence."
316,19560,"""Stress""",0.728,Q2,https://www.scimagojr.com/journalsearch.php?q=19560&tip=sid&clean=0,"the journal stress aims to provide scientists involved in stress research with the possibility of reading a more integrated view of the field. peer reviewed papers, invited reviews and short communications will deal with interdisciplinary aspects of stress in terms of: the mechanisms of stressful stimulation, including within and between individuals; the physiological and behavioural responses to stress, and their regulation, in both the short and long term; adaptive mechanisms, coping strategies and the pathological consequences of stress.

stress will publish the latest developments in physiology, neurobiology, molecular biology, genetics research, immunology, and behavioural studies as they impact on the understanding of stress and its adverse consequences and their amelioration.

specific approaches may include transgenic/knockout animals, developmental/programming studies, electrophysiology, histochemistry, neurochemistry, neuropharmacology, neuroanatomy, neuroimaging, endocrinology, autonomic physiology, immunology, chronic pain, ethological and other behavioural studies and clinical measures."
317,21100367158,"""Brain Sciences""",0.727,Q3,https://www.scimagojr.com/journalsearch.php?q=21100367158&tip=sid&clean=0,"brain sciences is a peer-reviewed scientific journal that publishes original
articles, critical reviews, research notes, and short communications in the
neuroscience areas.
the scope of brain sciences includes :

-cognitive neuroscience-
clinical neuroscience-
developmental neuroscience-
systems neuroscience-
molecular and cellular neuroscience-
neural engineering-
theoretical and computational neuroscience-
neuroimaging-
neurolinguistics-
neuroglia"
318,14180,"""Neuropeptides""",0.726,Q2,https://www.scimagojr.com/journalsearch.php?q=14180&tip=sid&clean=0,"the aim of neuropeptides is the rapid publication of original research and review articles, dealing with the structure, distribution, actions and functions of peptides in the central and peripheral nervous systems. the explosion of research activity in this field has led to the identification of numerous naturally occurring endogenous peptides which act as neurotransmitters, neuromodulators, or trophic factors, to mediate nervous system functions. increasing numbers of non-peptide ligands of neuropeptide receptors have been developed, which act as agonists or antagonists in peptidergic systems.

the journal provides a unique opportunity of integrating the many disciplines involved in all neuropeptide research. the journal publishes articles on all aspects of the neuropeptide field, with particular emphasis on gene regulation of peptide expression, peptide receptor subtypes, transgenic and knockout mice with mutations in genes for neuropeptides and peptide receptors, neuroanatomy, physiology, behaviour, neurotrophic factors, preclinical drug evaluation, clinical studies, and clinical trials."
319,21101037913,"""IBRO Neuroscience Reports""",0.724,Q3,https://www.scimagojr.com/journalsearch.php?q=21101037913&tip=sid&clean=0,
320,19700187626,"""Cognitive Neuroscience""",0.723,Q3,https://www.scimagojr.com/journalsearch.php?q=19700187626&tip=sid&clean=0,"cognitive neuroscience publishes high quality discussion papers and empirical papers on any topic in the field of cognitive neuroscience including perception, attention, memory, language, action, social cognition, and executive function. the journal covers findings based on a variety of techniques such as fmri, erps, meg, tms, and focal lesion studies. contributions that employ or discuss multiple techniques to shed light on the spatial-temporal brain mechanisms underlying a cognitive process are encouraged."
321,14255,"""Autonomic Neuroscience: Basic and Clinical""",0.721,Q3,https://www.scimagojr.com/journalsearch.php?q=14255&tip=sid&clean=0,"this is an international journal with broad coverage of all aspects of the autonomic nervous system in man and animals. the main areas of interest include the innervation of blood vessels and viscera, autonomic ganglia, efferent and afferent autonomic pathways, and autonomic nuclei and pathways in the central nervous system.

the editors will consider papers that deal with any aspect of the autonomic nervous system, including structure, physiology, pharmacology, biochemistry, development, evolution, ageing, behavioural aspects, integrative role and influence on emotional and physical states of the body. interdisciplinary studies will be encouraged. studies dealing with human pathology will be also welcome."
322,19700188446,"""International Journal of Endocrinology""",0.718,Q3,https://www.scimagojr.com/journalsearch.php?q=19700188446&tip=sid&clean=0,"international journal of endocrinology is a peer-reviewed, open access journal that provides a forum for scientists and clinicians working in basic and translational research. the journal publishes original research articles, review articles, and clinical studies that provide insights into the endocrine system and its associated diseases at a genomic, molecular, biochemical and cellular level."
323,18122,"""Nutritional Neuroscience""",0.718,Q3,https://www.scimagojr.com/journalsearch.php?q=18122&tip=sid&clean=0,"nutritional neuroscience is an international, interdisciplinary broad-based, online journal for reporting both basic and clinical research in the field of nutrition that relates to the central and peripheral nervous system. studies may include the role of different components of normal diet (protein, carbohydrate, fat, moderate use of alcohol, etc.), dietary supplements (minerals, vitamins, hormones, herbs, etc.), and food additives (artificial flavours, colours, sweeteners, etc.) on neurochemistry, neurobiology, and behavioural biology of all vertebrate and invertebrate organisms. ideally this journal will serve as a forum for neuroscientists, nutritionists, neurologists, psychiatrists, and those interested in preventive medicine."
324,21100396116,"""Cerebrovascular Diseases Extra""",0.715,Q2,https://www.scimagojr.com/journalsearch.php?q=21100396116&tip=sid&clean=0,"this open access and online-only journal publishes original articles covering the entire spectrum of stroke and cerebrovascular research, drawing from a variety of specialties such as neurology, internal medicine, surgery, radiology, epidemiology, cardiology, hematology, psychology and rehabilitation. offering an international forum, it meets the growing need for sophisticated, up-to-date scientific information on clinical data, diagnostic testing, and therapeutic issues. the journal publishes original contributions, reviews of selected topics as well as clinical investigative studies. all aspects related to clinical advances are considered, while purely experimental work appears only if directly relevant to clinical issues.
cerebrovascular diseases extra provides additional contents based on reviewed and accepted submissions to the main journal cerebrovascular diseases."
325,19307,"""Revue Neurologique""",0.709,Q2,https://www.scimagojr.com/journalsearch.php?q=19307&tip=sid&clean=0,"the first issue of the revue neurologique, featuring an original article by jean-martin charcot, was published on february 28th, 1893. six years later, the french society of neurology (sfn) adopted this journal as its official publication in the year of its foundation, 1899.
the revue neurologique was published throughout the 20th century without interruption and is indexed in all international databases (including current contents, pubmed, scopus). ten annual issues provide original peer-reviewed clinical and research articles, and review articles giving up-to-date insights in all areas of neurology. the revue neurologique also publishes guidelines and recommendations.
the revue neurologique publishes original articles, brief reports, general reviews, editorials, and letters to the editor as well as correspondence concerning articles previously published in the journal in the correspondence column."
326,21100199786,"""International Neurourology Journal""",0.708,Q2,https://www.scimagojr.com/journalsearch.php?q=21100199786&tip=sid&clean=0,"the international neurourology journal (int neurourol j, inj) is a quarterly international journal that publishes high-quality research papers that provide the most significant and promising achievements in the fields of clinical neurourology and fundamental science. specifically, fundamental science includes the most influential research papers from all fields of science and technology, revolutionizing what physicians and researchers practicing the art of neurourology worldwide know. thus, we welcome valuable basic research articles to introduce cutting-edge translational research of fundamental sciences to clinical neurourology. in the editorials, urologists will present their perspectives on these articles. the original mission statement of the inj was published on october 12, 1997.

inj provides authors a fast review of their work and makes a decision in an average of three to four weeks of receiving submissions. if accepted, articles are posted online in fully citable form. supplementary issues will be published interim to quarterlies, as necessary, to fully allow berth to accept and publish relevant articles."
327,130034,"""Current Alzheimer Research""",0.707,Q3,https://www.scimagojr.com/journalsearch.php?q=130034&tip=sid&clean=0,"current alzheimer research publishes peer-reviewed frontier review, research, drug clinical trial studies and letter articles on all areas of alzheimer’s disease. this multidisciplinary journal will help in understanding the neurobiology, genetics, pathogenesis, and treatment strategies of alzheimer’s disease. the journal publishes objective reviews written by experts and leaders actively engaged in research using cellular, molecular, and animal models. the journal also covers original articles on recent research in fast emerging areas of molecular diagnostics, brain imaging, drug development and discovery, and clinical aspects of alzheimer’s disease. manuscripts are encouraged that relate to the synergistic mechanism of alzheimer's disease with other dementia and neurodegenerative disorders. book reviews, meeting reports and letters-to-the-editor are also published. the journal is essential reading for researchers, educators and physicians with interest in age-related dementia and alzheimer’s disease. current alzheimer research provides a comprehensive 'bird's-eye view' of the current state of alzheimer's research for neuroscientists, clinicians, health science planners, granting, caregivers and families of this devastating disease."
328,23456,"""Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology""",0.706,Q3,https://www.scimagojr.com/journalsearch.php?q=23456&tip=sid&clean=0,"the journal of comparative physiology a welcomes original articles, short reviews, and short communications in the following fields:

- neurobiology and neuroethology
- sensory physiology and ecology
- physiological and hormonal basis of behavior
- communication, orientation, and locomotion
- functional imaging and neuroanatomy

contributions should add to our understanding of mechanisms and not be purely descriptive. the level of organization addressed may be organismic, cellular, or molecular.

colour figures are free in print and online."
329,16732,"""Journal of Molecular Neuroscience""",0.706,Q4,https://www.scimagojr.com/journalsearch.php?q=16732&tip=sid&clean=0,"the journal of molecular neuroscience is committed to the rapid publication of original findings that increase our understanding of the molecular structure, function, and development of the nervous system. the criteria for acceptance of manuscripts will be scientific excellence, originality, and relevance to the field of molecular neuroscience. manuscripts with clinical relevance are especially encouraged since the journal seeks to provide a means for accelerating the progression of basic research findings toward clinical utilization. all experiments described in the journal of molecular neuroscience that involve the use of animal or human subjects must have been approved by the appropriate institutional review committee and conform to accepted ethical standards."
330,19700177306,"""International Journal of Alzheimer's Disease""",0.705,Q3,https://www.scimagojr.com/journalsearch.php?q=19700177306&tip=sid&clean=0,"international journal of alzheimer’s disease is a peer-reviewed, open access journal that publishes original research articles, review articles, and clinical studies in all areas of alzheimer's disease."
331,11700154377,"""Journal of Individual Differences""",0.704,Q3,https://www.scimagojr.com/journalsearch.php?q=11700154377&tip=sid&clean=0,"researchers, teachers, and students interested in all areas of individual differences (e.g., gender, temperament, personality, intelligence) and their assessment in human and animal research will find the journal of individual differences useful. the journal of individual differences publishes manuscripts dealing with individual differences in behavior, emotion, cognition, and their developmental aspects. this includes human as well as animal research. the journal of individual differences is conceptualized to bring together researchers working in different areas ranging from, for example, molecular genetics to theories of complex behavior. moreover, it places emphasis on papers dealing with special methodological and conceptual issues in basic science as well as in their applied fields (assessment of personality and intelligence)."
332,5700152857,"""Mind, Culture, and Activity""",0.698,Q3,https://www.scimagojr.com/journalsearch.php?q=5700152857&tip=sid&clean=0,"mind, culture, and activity (mca)  is an international forum for the publication of peer-reviewed articles that examine the relationships between the human mind, the sociocultural environments they inhabit, and the way that mind and culture are constituted in a wide variety of human activities. we seek to promote dialogue among different schools of thought about these relationships, and encourage both interdisciplinary and international contributions. particular emphasis is placed upon empirical research grounded in theoretical approaches that locate culture and activity at the center of attempts to understand human experience and research that attends to the methodological problems associated with the analysis of human action in everyday activities. when empirical results are part of a submission, the journal  typically publishes research that is primarily qualitative. submissions are to be grounded in social theory, in particular cultural-historical activity theory, although other theoretical approaches are welcome if they are interesting to the readership. 
we consider several types of articles: substantial contributions that present theoretical research or syntheses of theoretical and empirical research devoted to a significant topic (up to 8,000 words); commentaries responding to articles published in  mca (up to 2,500 words); and creative works (up to 2,500 words). we also include book reviews commissioned by the editors (up to 2,000 words), and shorter book notes. please keep in mind when you are preparing a manuscript that our readership includes anthropologists, psychologists, sociologists, philosophers, linguists, educators, and interdisciplinary scholars. please avoid jargon that is familiar only to researchers in one field."
333,14287,"""Behavioural Neurology""",0.697,Q3,https://www.scimagojr.com/journalsearch.php?q=14287&tip=sid&clean=0,"behavioural neurology is a peer-reviewed, open access journal which publishes original research articles, review articles and clinical studies based on various diseases and syndromes in behavioural neurology. the aim of the journal is to provide a platform for researchers and clinicians working in various fields of neurology including cognitive neuroscience, neuropsychology and neuropsychiatry. 

topics of interest include:

adhd
aphasia
autism
alzheimer’s disease
behavioural disorders
dementia
epilepsy
multiple sclerosis
parkinson’s disease
psychosis
stroke
traumatic brain injury."
334,15518,"""Epileptic Disorders""",0.693,Q3,https://www.scimagojr.com/journalsearch.php?q=15518&tip=sid&clean=0,"epileptic disorders is the leading forum where all experts and medical studentswho wish to improve their understanding of epilepsy and related disorders can share practical experiences surrounding diagnosis and care, natural history, and management of seizures.
epileptic disorders is the official e-journal of the international league against epilepsy for educational communication. as the journal celebrates its 20th anniversary, it will now be available only as an online version. its mission is to create educational links between epileptologists and other health professionals in clinical practice and scientists or physicians in research-based institutions. this change is accompanied by an increase in the number of issues per year, from 4 to 6, to ensure regular diffusion of recently published material (high quality review and seminar in epileptology papers; original research articles or case reports of educational value; multimedia teaching material), to serve the global medical community that cares for those affected by epilepsy."
335,19228,"""Restorative Neurology and Neuroscience""",0.691,Q3,https://www.scimagojr.com/journalsearch.php?q=19228&tip=sid&clean=0,"this interdisciplinary journal publishes papers relating to the plasticity and response of the nervous system to accidental or experimental injuries and their interventions, transplantation, neurodegenerative disorders and experimental strategies to improve regeneration or functional recovery and rehabilitation. experimental and clinical research papers adopting fresh conceptual approaches are encouraged. the overriding criteria for publication are novelty, significant experimental or clinical relevance and interest to a multidisciplinary audience. experiments on un-anesthetized animals should conform with the standards for the use of laboratory animals as established by the institute of laboratory animal resources, us national academy of sciences. experiments in which paralytic agents are used must be justified. patient identity should be concealed. all manuscripts are sent out for blind peer review to editorial board members or outside reviewers. restorative neurology and neuroscience is a member of neuroscience peer review consortium."
336,12122,"""Behavioral Neuroscience""",0.685,Q3,https://www.scimagojr.com/journalsearch.php?q=12122&tip=sid&clean=0,"the primary mission of behavioral neuroscience® is to publish original research articles as well as reviews in the broad field of the neural bases of behavior.

we seek empirical papers reporting novel results that provide insight into the mechanisms by which nervous systems produce and are affected by behavior. experimental subjects may include human and non-human animals and may address any phase of the lifespan, from early development to senescence.

studies employing brain-imaging techniques in normal and pathological human populations are encouraged, as are studies using non-traditional species (including invertebrates) and employing comparative analyses. studies using computational approaches to understand behavior and cognition are particularly encouraged.

in addition to behavior, it is expected that some aspect of nervous system function will be manipulated or observed, ranging across molecular, cellular, neuroanatomical, neuroendocrinological, neuropharmacological, and neurophysiological levels of analysis. behavioral studies are welcome so long as their implications for our understanding of the nervous system are clearly described in the paper."
337,21101019390,"""Personality Neuroscience""",0.685,Q3,https://www.scimagojr.com/journalsearch.php?q=21101019390&tip=sid&clean=0,
338,15506,"""Journal of Fluency Disorders""",0.682,Q3,https://www.scimagojr.com/journalsearch.php?q=15506&tip=sid&clean=0,"now recognized as the only publication devoted specifically to fluency, the journal of fluency disorders provides comprehensive coverage of clinical, experimental, and theoretical aspects of stuttering, including the latest remediation techniques. as the official journal of the international fluency association, the journal features full-length research and clinical reports; methodological, theoretical and philosophical articles; reviews; short communications and much more – all readily accessible and tailored to the needs of the professional."
339,5800179612,"""Social Neuroscience""",0.681,Q3,https://www.scimagojr.com/journalsearch.php?q=5800179612&tip=sid&clean=0,"social neuroscience features original empirical research papers as well as targeted reviews, commentaries and fast track brief reports that examine how the brain mediates social behavior, social cognition, social interactions and relationships, group social dynamics, and related topics that deal with social/interpersonal psychology and neurobiology. multi-paper symposia and special topic issues are organized and presented regularly as well.   

the goal of social neuroscience is to provide a place to publish empirical articles that intend to further our understanding of the neural mechanisms contributing to the development and maintenance of social behaviors, or to understanding how these mechanisms are disrupted in clinical disorders."
340,19900193683,"""European Endocrinology""",0.665,Q3,https://www.scimagojr.com/journalsearch.php?q=19900193683&tip=sid&clean=0,"european endocrinology enables time-pressured physicians to stay abreast of major advances and opinion in endocrine practice in europe.
• european endocrinology comprises balanced and comprehensive articles, addressing the most important and salient developments in the endocrinology field.
• european endocrinology endeavours to support physicians, clinicians and related healthcare professionals in continuously developing their knowledge,
effectiveness and productivity. the editorial policy has been designed to encourage discussion among this peer group.
• comprehensive bibliographies for each article mean that european endocrinology is an informative and valuable reference tool for use throughout the year"
341,18075,"""Neurotoxicology and Teratology""",0.664,Q3,https://www.scimagojr.com/journalsearch.php?q=18075&tip=sid&clean=0,"neurotoxicology and teratology provides a forum for publishing new information regarding the effects of chemical and physical agents on the developing, adult or aging nervous system. in this context, the fields of neurotoxicology and teratology include studies of agent-induced alterations of nervous system function, with a focus on behavioral outcomes and their underlying physiological and neurochemical mechanisms. the journal publishes original, peer-reviewed research reports of experimental, clinical, and epidemiological studies that address the neurotoxicity and/or functional teratology of pesticides, solvents, heavy metals, nanomaterials, organometals, industrial compounds, mixtures, drugs of abuse, pharmaceuticals, animal and plant toxins, atmospheric reaction products, and physical agents such as radiation and noise. these reports include traditional mammalian neurotoxicology experiments, human studies, studies using non-mammalian animal models, and mechanistic studies in vivo or in vitro. special issues, reviews, commentaries, meeting reports, and symposium papers provide timely updates on areas that have reached a critical point of synthesis, on aspects of a scientific field undergoing rapid change, or on areas that present special methodological or interpretive problems. theoretical articles address concepts and potential mechanisms underlying actions of agents of interest in the nervous system. the journal also publishes brief communications that concisely describe a new method, technique, apparatus, or experimental result."
342,19700177307,"""Parkinson's Disease""",0.656,Q3,https://www.scimagojr.com/journalsearch.php?q=19700177307&tip=sid&clean=0,"parkinson’s disease is a peer-reviewed, open access journal that publishes original research articles, review articles, and clinical studies related to the epidemiology, etiology, pathogenesis, genetics, cellular, molecular and neurophysiology, as well as the diagnosis and treatment of parkinson’s disease."
343,16750,"""Journal of Neurolinguistics""",0.655,Q3,https://www.scimagojr.com/journalsearch.php?q=16750&tip=sid&clean=0,"the journal of neurolinguistics is an international forum for the integration of the neurosciences and language sciences. jnl provides for rapid publication of novel, peer-reviewed research into the interaction between language, communication and brain processes. the focus is on rigorous studies of an empirical or theoretical nature and which make an original contribution to our knowledge about the involvement of the nervous system in communication and its breakdowns. contributions from neurology, communication disorders, linguistics, neuropsychology and cognitive science in general are welcome. published articles will typically address issues relating some aspect of language or speech function to its neurological substrates with clear theoretical import. interdisciplinary work on any aspect of the biological foundations of language and its disorders resulting from brain damage is encouraged. studies of normal subjects, with clear reference to brain functions, are appropriate. group-studies on well defined samples and case studies with well documented lesion or nervous system dysfunction are acceptable. the journal is open to empirical reports and review articles. special issues on aspects of the relation between language and the structure and function of the nervous system are also welcome."
344,21100853993,"""Neuro-Oncology Practice""",0.655,Q3,https://www.scimagojr.com/journalsearch.php?q=21100853993&tip=sid&clean=0,"neuro-oncology practice focuses on the clinical aspects of the subspecialty for practicing clinicians and healthcare specialists from a variety of disciplines including physicians, nurses, physical/occupational therapists, neuropsychologists, and palliative care specialists, who have focused their careers on clinical patient care and who want to apply the latest treatment advances to their practice.

these include:

applying new trial results to improve standards of patient care
translating scientific advances such as tumor molecular profiling and advanced imaging into clinical treatment decision making and personalized brain tumor therapies
raising awareness of basic, translational and clinical research in areas of symptom management, survivorship, neurocognitive function, end of life issues and caregiving"
345,21100853991,"""Movement Disorders Clinical Practice""",0.651,Q3,https://www.scimagojr.com/journalsearch.php?q=21100853991&tip=sid&clean=0,"movement disorders clinical practice- is an online-only journal committed to publishing high quality peer reviewed articles related to clinical aspects of movement disorders which broadly include phenomenology (interesting case/case series/rarities), investigative (for e.g- genetics, imaging), translational (phenotype-genotype or other) and treatment aspects (clinical guidelines, diagnostic and treatment algorithms)"
346,21101021076,"""Current Behavioral Neuroscience Reports""",0.648,Q3,https://www.scimagojr.com/journalsearch.php?q=21101021076&tip=sid&clean=0,
347,14183,"""Aphasiology""",0.644,Q3,https://www.scimagojr.com/journalsearch.php?q=14183&tip=sid&clean=0,"aphasiology is concerned with all aspects of language impairment and disability and related disorders resulting from brain damage. it provides a forum for the exchange of knowledge and the dissemination of current research and expertise in all aspects of aphasia and related topics, from all disciplinary perspectives. 

aphasiology includes papers on clinical, psychological, linguistic, social and neurological perspectives of aphasia, and attracts contributions and readership from researchers and practitioners in speech and language pathology, neurology, neuropsychology and neurolinguistics. studies using a wide range of empirical methods, including experimental, clinical and single case studies, surveys and physical investigations are published in addition to regular features including major reviews, clinical fora, case studies, and book reviews."
348,24030,"""Respiratory Physiology and Neurobiology""",0.635,Q3,https://www.scimagojr.com/journalsearch.php?q=24030&tip=sid&clean=0,"respiratory physiology & neurobiology (respnb) publishes original articles and invited reviews concerning physiology and pathophysiology of respiration in its broadest sense.

although a special focus is on topics in neurobiology, high quality papers in respiratory molecular and cellular biology are also welcome, as are high-quality papers in traditional areas, such as:

-mechanics of breathing-
gas exchange and acid-base balance-
respiration at rest and exercise-
respiration in unusual conditions, like high or low pressure or changes of temperature, low ambient oxygen-
embryonic and adult respiration-
comparative respiratory physiology.
papers on clinical aspects, original methods, as well as theoretical papers are also considered as long as they foster the understanding of respiratory physiology and pathophysiology."
349,15428,"""Journal of Communication Disorders""",0.634,Q3,https://www.scimagojr.com/journalsearch.php?q=15428&tip=sid&clean=0,"the journal of communication disorders publishes original articles on topics related to disorders of speech, language and hearing. authors are encouraged to submit reports of experimental or descriptive investigations (research articles), review articles, tutorials or discussion papers, or letters to the editor (""short communications""). please note that we do not accept case studies unless they conform to the principles of single-subject experimental design. special issues are published periodically on timely and clinically relevant topics."
350,14897,"""Journal of Electromyography and Kinesiology""",0.63,Q3,https://www.scimagojr.com/journalsearch.php?q=14897&tip=sid&clean=0,"journal of electromyography & kinesiology is the primary source for outstanding original articles on the study of human movement from muscle contraction via its motor units and sensory system to integrated motion through mechanical and electrical detection techniques.

as the official publication of the international society of electrophysiology and kinesiology, the journal is dedicated to publishing the best work in all areas of electromyography and kinesiology, including: control of movement, muscle fatigue, muscle and nerve properties, joint biomechanics and electrical stimulation. applications in rehabilitation, sports & exercise, motion analysis, ergonomics, alternative & complimentary medicine, measures of human performance and technical articles on electromyographic signal processing are welcome."
351,19006,"""Psychiatric Genetics""",0.63,Q3,https://www.scimagojr.com/journalsearch.php?q=19006&tip=sid&clean=0,"​​​​​​the journal aims to publish papers which bring together clinical observations, psychological and behavioural abnormalities and genetic data. all papers are fully refereed.

psychiatric genetics is also a forum for reporting new approaches to genetic research in psychiatry and neurology utilizing novel techniques or methodologies. psychiatric genetics publishes original research reports dealing with inherited factors involved in psychiatric and neurological disorders. this encompasses gene localization and chromosome markers, changes in neuronal gene expression related to psychiatric disease, linkage genetics analyses, family, twin and adoption studies, and genetically based animal models of neuropsychiatric disease. the journal covers areas such as molecular neurobiology and molecular genetics relevant to mental illness.

reviews of the literature and commentaries in areas of current interest will be considered for publication. reviews and commentaries in areas outside psychiatric genetics, but of interest and importance to psychiatric genetics, will also be considered.

psychiatric genetics also publishes book reviews, brief reports and conference reports."
352,12870,"""Cognitive Neuropsychiatry""",0.626,Q3,https://www.scimagojr.com/journalsearch.php?q=12870&tip=sid&clean=0,"cognitive neuropsychiatry (cnp) publishes high quality empirical and theoretical papers in the multi-disciplinary field of cognitive neuropsychiatry. specifically the journal promotes the study of cognitive processes underlying psychological and behavioural abnormalities, including psychotic symptoms, with and without organic brain disease. since 1996, cnp has published original papers, short reports, case studies and theoretical and empirical reviews in fields of clinical and cognitive neuropsychiatry, which have a bearing on the understanding of normal cognitive processes. relevant research from cognitive neuroscience, cognitive neuropsychology and clinical populations will also be considered. 

there are no page charges and we are able to offer free color printing where color is necessary."
353,16147,"""International Journal of Developmental Neuroscience""",0.623,Q3,https://www.scimagojr.com/journalsearch.php?q=16147&tip=sid&clean=0,"international journal of developmental neuroscience publishes original research articles and critical review papers on all fundamental and clinical aspects of nervous system development, renewal and regeneration, as well as on the effects of genetic and environmental perturbations of brain development and homeostasis leading to neurodevelopmental disorders and neurological conditions. studies describing the involvement of stem cells in nervous system maintenance and disease (including brain tumours), stem cell-based approaches for the investigation of neurodegenerative diseases, roles of neuroinflammation in development and disease, and neuroevolution are also encouraged. investigations using molecular, cellular, physiological, genetic and epigenetic approaches in model systems ranging from simple invertebrates to human ipsc-based 2d and 3d models are encouraged, as are studies using experimental models that provide behavioural or evolutionary insights. the journal also publishes special issues dealing with topics at the cutting edge of research edited by guest editors appointed by the editor in chief. a major aim of the journal is to facilitate the transfer of fundamental studies of nervous system development, maintenance, and disease to clinical applications. the journal thus intends to disseminate valuable information for both biologists and physicians. international journal of developmental neuroscience is owned and supported by the international society for developmental neuroscience (isdn), an organization of scientists interested in advancing developmental neuroscience research in the broadest sense."
354,16670,"""Journal of Chemical Neuroanatomy""",0.622,Q4,https://www.scimagojr.com/journalsearch.php?q=16670&tip=sid&clean=0,"the journal of chemical neuroanatomy publishes scientific reports relating the functional and biochemical aspects of the nervous system with its microanatomical organization. the scope of the journal concentrates on reports which combine microanatomical, biochemical, pharmacological and behavioural approaches.

papers should offer original data correlating the morphology of the nervous system (the brain and spinal cord in particular) with its biochemistry. the journal of chemical neuroanatomy is particularly interested in publishing important studies performed with up-to-date methodology utilizing sensitive chemical microassays, hybridoma technology, immunocytochemistry, in situ hybridization and receptor radioautography, to name a few examples.

the journal of chemical neuroanatomy is the natural vehicle for integrated studies utilizing these approaches. the articles will be selected by the editorial board and invited reviewers on the basis of their excellence and potential contribution to this field of neurosciences. both in vivo and in vitro integrated studies in chemical neuroanatomy are appropriate subjects of interest to the journal. these studies should relate only to vertebrate species with particular emphasis on the mammalian and primate nervous systems."
355,14340,"""Brain Injury""",0.621,Q3,https://www.scimagojr.com/journalsearch.php?q=14340&tip=sid&clean=0,"brain injury publishes critical information relating to research and clinical practice, adult and pediatric populations. the journal covers a full range of relevant topics relating to clinical, translational, and basic science research. manuscripts address emergency and acute medical care, acute and post-acute rehabilitation, family and vocational issues, and long-term supports. coverage includes assessment and interventions for functional, communication, neurological and psychological disorders."
356,15585,"""Experimental Brain Research""",0.621,Q3,https://www.scimagojr.com/journalsearch.php?q=15585&tip=sid&clean=0,"founded in 1966, experimental brain research publishes original contributions on many aspects of experimental research of the central and peripheral nervous system. the focus is on molecular, physiology, behavior, neurochemistry, developmental, cellular and molecular neurobiology, and experimental pathology relevant to general problems of cerebral function. the journal offers full-length papers as well as short research notes."
