Rank,Sourceid,Title,SJR,SJR Best Quartile,URL,Scope
704,19814,"""Mycologia""",0.9,Q2,https://www.scimagojr.com/journalsearch.php?q=19814&tip=sid&clean=0,"international in coverage, mycologia presents recent advances in mycology, emphasizing all aspects of the biology of fungi and fungus-like organisms, including lichens, oomycetes and slime molds. the journal emphasizes subjects including applied biology, biochemistry, cell biology, development, ecology, evolution, genetics, genomics, molecular biology, morphology, new techniques, animal or plant pathology, phylogenetics, physiology, aspects of secondary metabolism, systematics, and ultrastructure. in addition to research articles, reviews and short notes, mycologia also includes invited papers based on presentations from the annual conference of the mycological society of america, such as karling lectures or presidential addresses."
705,21100241689,"""Journal of Diabetes Research""",0.898,Q2,https://www.scimagojr.com/journalsearch.php?q=21100241689&tip=sid&clean=0,"journal of diabetes research is a peer-reviewed, open access journal that publishes research articles, review articles, and clinical studies related to type 1 and type 2 diabetes. the journal welcomes submissions focusing on the epidemiology, etiology, pathogenesis, management, and prevention of diabetes, as well as associated complications, such as diabetic retinopathy, neuropathy and nephropathy."
706,4000149409,"""Quarterly Journal of Experimental Psychology""",0.898,Q2,https://www.scimagojr.com/journalsearch.php?q=4000149409&tip=sid&clean=0,"the quarterly journal of experimental psychology is a leading international journal that publishes original articles on any topic within the field of experimental psychology. the journal publishes rapid communication articles (under 3,000 words) reporting novel techniques or ground breaking results, as well as substantial experimental reports.  the journal offers an open access option, approved by the wellcome trust and other funders. 

the journal is keen to encourage submissions across a broad range of areas in experimental psychology, including those reporting work on human and animal subjects. manuscripts including the use of functional brain imaging are also encouraged, as are papers reporting computational modelling of behavioural data."
707,21100414801,"""Current protocols in mouse biology""",0.897,Q2,https://www.scimagojr.com/journalsearch.php?q=21100414801&tip=sid&clean=0,"sound and reproducible laboratory methods are the foundation of scientific discovery. yet, all too often, nuances that are critical for an experiment's success are not captured in the primary literature but exist only as part of a lab's oral tradition. the aim of current protocols in mouse biology is to provide the clearest, most detailed and reliable step-by-step instructions for protocols involving the use of mice in biomedical research. written by experts in the field and extensively edited to our exacting standards, the protocols include all of the information necessary to complete an experiment in the laboratory—introduction, materials lists with supplier information, detailed step-by-step procedures with helpful annotations, recipes for reagents and solutions, illustrative figures and information-packed tables. each article also provides invaluable discussions of background information, applications of the methods, important assumptions, key parameters, time considerations, and tips to help avoid common pitfalls and troubleshoot experiments. furthermore, current protocols in mouse biology content is thoughtfully organized by topic for optimal usage and to maximize contextual knowledge. quarterly issues allow current protocols to constantly evolve to keep pace with the newest discoveries and developments.

current protocols in mouse biology brings together resources in mouse biology and genetics and provides a mouse protocol resource that covers all aspects of mouse biology. current protocols in mouse biology also permits optimization of mouse model usage, which is significantly impacted by both cost and ethical constraints. optimal and standardized mouse protocols ultimately reduce experimental variability and reduce the number of animals used in mouse experiments."
708,19700175458,"""Epigenomics""",0.894,Q2,https://www.scimagojr.com/journalsearch.php?q=19700175458&tip=sid&clean=0,"future medicine, an imprint of future science group, addresses information needs in clinical and translational medicine and the biosciences. taking a concise and forward-looking perspective of the developments in modern healthcare, our journals and ebooks span the scientific, clinical, economic and policy issues that confront us today."
709,21100899440,"""Forensic Sciences Research""",0.894,Q2,https://www.scimagojr.com/journalsearch.php?q=21100899440&tip=sid&clean=0,"as a peer-reviewed journal of the academy of forensic science (afs), forensic sciences research publishes latest research in various disciplines of forensic sciences. it aims to promote forensic sciences through quality research articles, reviews, case reports, and letters to editors.
the journal strives for an international authorship and publishes a broad scope of forensic sciences including:
-forensic pathology-
clinical forensic medicine-
forensic psychiatry-
forensic toxicology and chemistry (including drugs, alcohol, etc.)-
forensic biology (including the identification of hairs and fibers)-
forensic genetics-
anthropology-
criminalistics-
document examination-
accident investigation-
crime scene investigation-
explosive-
quality assurance-
forensic entomology-
forensic odontology-
digital evidence-
gunshot injury, etc."
710,21100255550,"""Food Bioscience""",0.893,Q2,https://www.scimagojr.com/journalsearch.php?q=21100255550&tip=sid&clean=0,"food bioscience is a peer-reviewed journal that aims to provide a forum for recent developments in the field of bio-related food research. the journal focuses on both fundamental and applied research worldwide, with special attention to ethnic and cultural aspects of food bioresearch. topics covered in the journal include but are not limited to:

biochemical, biophysical and biological properties of foods, ingredients, and components
mechanism of functional foods and ingredients including both novel and traditional fermented foods
genetic, and cellular and molecular biology germane to food production and processing
foodomics: comprehensive studies involving genomics, proteomics, metabolomics, nutrigenomics and chemogenomics of foods and their interactions with humans
biomaterials for food-related systems such as food packaging, food analysis, and delivery of nutraceuticals and functional food additives
application of novel technology to foods."
711,17517,"""IUBMB Life""",0.893,Q2,https://www.scimagojr.com/journalsearch.php?q=17517&tip=sid&clean=0,"iubmb life is the flagship journal of the international union of biochemistry and molecular biology and is devoted to the rapid publication of the most novel and significant original research articles, reviews, and hypotheses in the broadly defined fields of biochemistry, molecular biology, cell biology, and molecular medicine."
712,14127,"""Macromolecular Bioscience""",0.89,Q1,https://www.scimagojr.com/journalsearch.php?q=14127&tip=sid&clean=0,"macromolecular bioscience is a leading journal at the intersection of polymer and materials sciences with life science and medicine. with an impact factor of 2.895 (2018 journal impact factor, journal citation reports (clarivate analytics, 2019)), it is currently ranked among the top biomaterials and polymer journals.

macromolecular bioscience offers an attractive mixture of high-quality reviews, feature articles, communications, and full papers.

with average reviewing times below 30 days, publication times of 2.5 months and listing in all major indices, including medline, macromolecular bioscience is the journal of choice for your best contributions at the intersection of polymer and life sciences."
713,28792,"""Cancer Biology and Therapy""",0.888,Q2,https://www.scimagojr.com/journalsearch.php?q=28792&tip=sid&clean=0,"cancer biology & therapy aims to publish original research on the molecular basis of cancer, including articles with translational relevance to diagnosis or therapy. we will include timely reviews covering the broad scope of the journal. the journal will also publish op-ed pieces and meeting reports of interest. the goal is to foster communication and rapid exchange of information through timely publication of important results using traditional as well as electronic formats. the journal and the outstanding editorial board will strive to maintain the highest standards for excellence in all activities to generate a valuable resource."
714,29325,"""Current Problems in Cancer""",0.887,Q2,https://www.scimagojr.com/journalsearch.php?q=29325&tip=sid&clean=0,"current problems in cancer seeks to promote and disseminate innovative, transformative, and impactful data on patient-oriented cancer research and clinical care. specifically, the journal's scope is focused on reporting the results of well-designed cancer studies that influence/alter practice or identify new directions in clinical cancer research. these studies can include novel therapeutic approaches, new strategies for early diagnosis, cancer clinical trials, and supportive care, among others. papers that focus solely on laboratory-based or basic science research are discouraged. the journal's format also allows, on occasion, for a multi-faceted overview of a single topic via a curated selection of review articles, while also offering articles that present dynamic material that influences the oncology field."
715,26685,"""Prostaglandins Leukotrienes and Essential Fatty Acids""",0.885,Q2,https://www.scimagojr.com/journalsearch.php?q=26685&tip=sid&clean=0,"the role of lipids, including essential fatty acids and their prostaglandin, leukotriene and other derivatives, is now evident in almost all areas of biomedical science. cell membrane behaviour and cell signalling in all tissues are highly dependent on the lipid constituents of cells. prostaglandins, leukotrienes & essential fatty acids aims to cover all aspects of the roles of lipids in cellular, organ and whole organism function, and places a particular emphasis on human studies. papers concerning all medical specialties are published. much of the material is particularly relevant to the development of novel treatments for disease."
716,21100241807,"""Artificial Cells, Nanomedicine and Biotechnology""",0.884,Q1,https://www.scimagojr.com/journalsearch.php?q=21100241807&tip=sid&clean=0,"in 2013, we changed the name of this journal to artificial cells, nanomedicine and biotechnology .
artificial cells, nanomedicine and biotechnology covers the frontiers of interdisciplinary research and application, combining artificial cells, nanotechnology, nanobiotechnology, biotechnology, molecular biology, bioencapsulation, novel carriers, stem cells and tissue engineering. emphasis is on basic research, applied research, and clinical and industrial applications of the following topics:

-artificial cells
-blood substitutes and oxygen therapeutics
-nanotechnology, nanobiotechnology, nanomedicine
-tissue engineering
-stem cells
-bioencapsulation
-microencapsulation and nanoencapsulation
-microparticles and nanoparticles
-liposomes
-cell therapy and gene therapy
-enzyme therapy
-drug delivery systems
-biodegradable and biocompatible polymers for scaffolds and carriers
-biosensors
-immobilized enzymes and their uses
-other biotechnological and nanobiotechnological approaches
rapid progress in modern research cannot be carried out in isolation and is based on the combined use of the different novel approaches. the interdisciplinary research involving novel approaches, as discussed above, has revolutionized this field resulting in rapid developments. this journal serves to bring these different, modern and futuristic approaches together for the academic, clinical and industrial communities to allow for even greater developments of this highly interdisciplinary area."
717,15477,"""Biotechnology and Bioengineering""",0.883,Q1,https://www.scimagojr.com/journalsearch.php?q=15477&tip=sid&clean=0,"biotechnology & bioengineering publishes perspectives, articles, reviews, mini-reviews, and communications to the editor that embrace all aspects of biotechnology. these include:

-enzyme systems and their applications, including enzyme reactors, purification, and applied aspects of protein engineering
-animal-cell biotechnology, including media development
-applied aspects of cellular physiology, metabolism, and energetics
-biocatalysis and applied enzymology, including enzyme reactors, protein engineering, and nanobiotechnology
-biothermodynamics
-biofuels, including biomass and renewable resource engineering
-biomaterials, including delivery systems and materials for tissue engineering
-bioprocess engineering, including kinetics and modeling of biological systems, transport phenomena in bioreactors, bioreactor design, monitoring, and control
-biosensors and instrumentation
-computational and systems biology, including bioinformatics and genomic/proteomic studies
-environmental biotechnology, including biofilms, algal systems, and bioremediation
-metabolic and cellular engineering
-plant-cell biotechnology
-spectroscopic and other analytical techniques for biotechnological applications
-synthetic biology
-tissue engineering, stem-cell bioengineering, regenerative medicine, gene therapy and delivery systems
the editors will consider papers for publication based on novelty, their immediate or future impact on biotechnological processes, and their contribution to the advancement of biochemical engineering science. submission of papers dealing with routine aspects of bioprocessing, description of established equipment, and routine applications of established methodologies (e.g., control strategies, modeling, experimental methods) is discouraged. theoretical papers will be judged based on the novelty of the approach and their potential impact, or on their novel capability to predict and elucidate experimental observations."
718,18571,"""Fungal Genetics and Biology""",0.883,Q2,https://www.scimagojr.com/journalsearch.php?q=18571&tip=sid&clean=0,"fungal genetics and biology, formerly known as experimental mycology, publishes experimental investigations of fungi and their traditional allies that relate structure and function to growth, reproduction, morphogenesis, and differentiation. this journal especially welcomes studies of gene organization and expression and of developmental processes at the cellular, subcellular, and molecular levels. the journal also includes suitable experimental inquiries into fungal cytology, biochemistry, physiology, genetics, and phylogeny.

fungal genetics and biology publishes basic research conducted by mycologists, cell biologists, biochemists, geneticists, and molecular biologists.

research areas include:

• biochemistry
• cytology
• developmental biology
• evolutionary biology
• genetics
• molecular biology
• phylogeny
• physiology."
719,26590,"""Colloids and Surfaces B: Biointerfaces""",0.882,Q1,https://www.scimagojr.com/journalsearch.php?q=26590&tip=sid&clean=0,"colloids and surfaces b: biointerfaces is an international journal devoted to fundamental and applied research on colloid and interfacial phenomena in relation to systems of biological origin, having particular relevance to the medical, pharmaceutical, biotechnological, food and cosmetic fields.

submissions that: (1) deal solely with biological phenomena and do not describe the physico-chemical or colloid-chemical background and/or mechanism of the phenomena, and (2) deal solely with colloid/interfacial phenomena and do not have appropriate biological content or relevance, are outside the scope of the journal and will not be considered for publication.

the journal publishes regular research papers, reviews, short communications and invited perspective articles, called biointerface perspectives. the biointerface perspective provide researchers the opportunity to review their own work, as well as provide insight into the work of others that inspired and influenced the author. regular articles should have a maximum total length of 6,000 words. in addition, a (combined) maximum of 8 normal-sized figures and/or tables is allowed (so for instance 3 tables and 5 figures). for multiple-panel figures each set of two panels equates to one figure. short communications should not exceed half of the above. it is required to give on the article cover page a short statistical summary of the article listing the total number of words and tables/figures."
720,21100869488,"""Bioresources and Bioprocessing""",0.879,Q1,https://www.scimagojr.com/journalsearch.php?q=21100869488&tip=sid&clean=0,"bioresources and bioprocessing (biob) is a peer-reviewed open access journal published under the brand springeropen. biob aims at providing an international academic platform for exchanging views on and promoting research to support bioresource development, processing and utilization in a sustainable manner. as an application-oriented research journal, biob covers not only the application and management of bioresource technology but also the design and development of bioprocesses that will lead to new and sustainable production processes.

biob publishes original and review articles on most topics relating to bioresource and bioprocess engineering, including:

-biochemical and microbiological engineering
-biocatalysis and biotransformation
-biosynthesis and metabolic engineering
-bioprocess and biosystems engineering
-bioenergy and biorefinery
-cell culture and biomedical engineering
-food, agricultural and marine biotechnology
-bioseparation and biopurification engineering
-bioremediation and environmental biotechnology"
721,17581,"""Journal of Biochemistry""",0.877,Q2,https://www.scimagojr.com/journalsearch.php?q=17581&tip=sid&clean=0,"the journal of biochemistry founded in 1922 publishes the results of original research in the fields of biochemistry, molecular biology, cell, and biotechnology written in english in the form of regular papers or rapid communications. a rapid communication is not a preliminary note, but it is, though brief, a complete and final publication. the materials described in rapid communications should not be included in a later paper. the journal also publishes short reviews (jb review) and papers solicited by the editorial board."
722,26678,"""Pituitary""",0.877,Q2,https://www.scimagojr.com/journalsearch.php?q=26678&tip=sid&clean=0,"pituitary is an international publication devoted to basic and clinical aspects of the pituitary gland. it is designed to publish original, high quality research in both basic and pituitary function as well as clinical pituitary disease.

the journal considers:

biology of pituitary tumors
mechanisms of pituitary hormone secretion
regulation of pituitary function
prospective clinical studies of pituitary disease
critical basic and clinical reviews

pituitary is directed at basic investigators, physiologists, clinical adult and pediatric endocrinologists, neurosurgeons and reproductive endocrinologists interested in the broad field of the pituitary and its disorders. the editorial board has been drawn from international experts in basic and clinical endocrinology. the journal offers a rapid turnaround time for review of manuscripts, and the high standard of the journal is maintained by a selective peer-review process which aims to publish only the highest quality manuscripts. pituitary will foster the publication of creative scholarship as it pertains to the pituitary and will provide a forum for basic scientists and clinicians to publish their high quality pituitary-related work."
723,16874,"""Biochimie""",0.876,Q2,https://www.scimagojr.com/journalsearch.php?q=16874&tip=sid&clean=0,"biochimie publishes original research articles, short communications, review articles, graphical reviews, mini-reviews, and hypotheses in the broad areas of biology, including biochemistry, enzymology, molecular and cell biology, metabolic regulation, genetics, immunology, microbiology, structural biology, genomics, proteomics, and molecular mechanisms of disease. biochimie publishes exclusively in english.

articles are subject to peer review, and must satisfy the requirements of originality, high scientific integrity and general interest to a broad range of readers. submissions that are judged to be of sound scientific and technical quality but do not fully satisfy the requirements for publication in biochimie may benefit from a transfer service to a more suitable journal within the same subject area."
724,21100840442,"""Biomedicines""",0.874,Q2,https://www.scimagojr.com/journalsearch.php?q=21100840442&tip=sid&clean=0,"biomedicines (issn 2227-9059) is an open access journal devoted to research of naturally driven biomedicines, pharmaceuticals, and biopharmaceutical products. the topics include natural bioactive molecules, biologics, biosimilar, vaccines, gene therapies, cell-based therapies, targeted specific antibodies, recombinant therapeutic proteins, nanobiotechnology driven products, targeted therapy, bioimaging, biosensors, biomarkers, nano-similars, and nano-biosimilars. the journal is open for publication of studies conducted at the basic science, clinical development and clinical trial stages. also, publications that address safety, pharmacovigilance regulatory, and ethical issues are welcome. we invite you to consider submitting your work to biomedicines, be it original research, review articles, or developing special issues of current key topics.

the aim of biomedicines is publishing high quality papers that address the challenges in bringing biological agents or novel targeted strategies through identification, developmentand ultimately to clinical use. therefore, basic research, comprehensive preclinical studies, clinical development, and clinical trials are all within the scope of the journal.

natural biomedicines including marine, plant, and animal-derived biomedicines;
biopharmaceutical biomedicines: biologics, and biosimilar;
nanobiotechnological advances in biomedicines: nanomedicine, nanoscaffold implants (synthetic vascular graft), biosensors, bio imaging, gene therapy, vaccine, cell therapy, and tissue engineering;
biomedicines and pharmacotherapy: drug discovery and drug development (novel targets) in various therapeutic areas: cardiovascular, vascular, hematology, oncology, neurology, orthopedics, dermatology, ophthalmology;
pharmacovigilance, regulatory and ethical issues."
725,13114,"""BMC Developmental Biology""",0.874,Q2,https://www.scimagojr.com/journalsearch.php?q=13114&tip=sid&clean=0,"bmc developmental biology is an open access, peer-reviewed journal that considers articles on the development, growth, differentiation and regeneration of multicellular organisms, including molecular, cellular, tissue, organ and whole organism research."
726,23909,"""Analyst, The""",0.873,Q2,https://www.scimagojr.com/journalsearch.php?q=23909&tip=sid&clean=0,"analyst publishes analytical and bioanalytical research that reports premier fundamental discoveries and inventions, and the applications of those discoveries, unconfined by traditional discipline barriers."
727,25440,"""Canadian Journal of Diabetes""",0.873,Q2,https://www.scimagojr.com/journalsearch.php?q=25440&tip=sid&clean=0,"the canadian journal of diabetes is canada's only diabetes-oriented, peer-reviewed, interdisciplinary journal for diabetes health-care professionals.

published bimonthly, the canadian journal of diabetes contains original articles; reviews; case reports; shorter articles such as perspectives in practice, practical diabetes and innovations in diabetes care; diabetes dilemmas and letters to the editor."
728,78208,"""Endocrine""",0.873,Q2,https://www.scimagojr.com/journalsearch.php?q=78208&tip=sid&clean=0,"well-established as a major journal in today’s rapidly advancing experimental and clinical research areas, endocrine publishes original articles devoted to basic (including molecular, cellular and physiological studies), translational and clinical research in all the different fields of endocrinology and metabolism. articles will be accepted based on peer-reviews, priority, and editorial decision. invited reviews, mini-reviews and viewpoints on relevant pathophysiological and clinical topics, as well as editorials on articles appearing in the journal, are published. unsolicited editorials will be evaluated by the editorial team. outcomes of scientific meetings, as well as guidelines and position statements, may be submitted. the journal also considers special feature articles in the field of endocrine genetics and epigenetics, as well as articles devoted to novel methods and techniques in endocrinology.

endocrine covers controversial, clinical endocrine issues. meta-analyses on endocrine and metabolic topics are also accepted. descriptions of single clinical cases and/or small patients studies are not published unless of exceptional interest. however, reports of novel imaging studies and endocrine side effects in single patients may be considered. research letters and letters to the editor related or unrelated to recently published articles can be submitted.

endocrine covers leading topics in endocrinology such as neuroendocrinology, pituitary and hypothalamic peptides, thyroid physiological and clinical aspects, bone and mineral metabolism and osteoporosis, obesity, lipid and energy metabolism and food intake control, insulin, type 1 and type 2 diabetes, hormones of male and female reproduction, adrenal diseases pediatric and geriatric endocrinology, endocrine hypertension and endocrine oncology."
729,16319,"""IEEE Transactions on Nanobioscience""",0.873,Q1,https://www.scimagojr.com/journalsearch.php?q=16319&tip=sid&clean=0,"the ieee transactions on nanobioscience reports on original, innovative and interdisciplinary work on all aspects of molecular systems, cellular systems, and tissues (including molecular electronics). topics covered in the journal focus on a broad spectrum of aspects, both on foundations and on applications. specifically, methods and techniques, experimental aspects, design and implementation, instrumentation and laboratory equipment, clinical aspects, hardware and software data acquisition and analysis and computer based modelling are covered (based on traditional or high performance computing - parallel computers or computer networks)."
730,14222,"""Peptides""",0.873,Q2,https://www.scimagojr.com/journalsearch.php?q=14222&tip=sid&clean=0,"peptides is an international journal presenting original contributions on the biochemistry, physiology and pharmacology of biological active peptides, as well as their functions that relate to gastroenterology, endocrinology, and behavioral effects.

peptides emphasizes all aspects of high profile peptide research in mammals and non-mammalian vertebrates. special consideration can be given to plants and invertebrates. submission of articles with clinical relevance is particularly encouraged."
731,19700177127,"""ACS Medicinal Chemistry Letters""",0.872,Q2,https://www.scimagojr.com/journalsearch.php?q=19700177127&tip=sid&clean=0,"acs medicinal chemistry letters is interested in receiving manuscripts that discuss various aspects of medicinal chemistry. the journal will publish studies that pertain to a broad range of subject matter, including compound design and optimization, biological evaluation, drug delivery, imaging agents, and pharmacology of both small and large bioactive molecules. specific areas include but are not limited to:

identification, synthesis, and optimization of lead biologically active molecules and drugs (small molecules and biologics)
biological characterization of new molecular entities in the context of drug discovery
computational, cheminformatics, and structural studies for the identification or sar analysis of bioactive molecules, ligands and their targets, etc.
novel and improved methodologies, including radiation biochemistry, with broad application to medicinal chemistry
discovery technologies for biologically active molecules from both synthetic and natural (plant and other) sources
pharmacokinetic/pharmacodynamic studies that address mechanisms underlying drug disposition and response
pharmacogenetic and pharmacogenomic studies used to enhance drug design and the translation of medicinal chemistry into the clinic
mechanistic drug metabolism and regulation of metabolic enzyme gene expression
chemistry patents relevant to the medicinal chemistry field."
732,16665,"""Journal of Biological Rhythms""",0.869,Q2,https://www.scimagojr.com/journalsearch.php?q=16665&tip=sid&clean=0,"journal of biological rhythms (jbr) publishes original reports in english describing original research into all aspects of biological rhythms. emphasis is placed on circadian and seasonal rhythms, but papers on other rhythms are also published. in addition to original research papers, the journal publishes reviews, commentaries, editorials, letters, and other items of interest related to biological rhythms. authors use genetic, biochemical, physiological behavioral, and modeling approaches to understand the nature, mechanisms, and functions of biological rhythms in plants and animals. they also study human rhythms in experimental,  clinical, and real world settings. preliminary or incomplete studies will not be considered. research reported in the journal must meet the highest standards of experimental design and data analysis. opinion papers and reviews of significant timely issues will also be considered"
733,18926,"""Journal of Heredity""",0.869,Q2,https://www.scimagojr.com/journalsearch.php?q=18926&tip=sid&clean=0,"over the last 100 years, the journal of heredity has established and maintained a tradition of scholarly excellence in the publication of genetics research. virtually every major figure in the field has contributed to the journal.

established in 1903, journal of heredity covers organismal genetics across a wide range of disciplines and taxa. articles include such rapidly advancing fields as conservation genetics of endangered species, population structure and phylogeography, molecular evolution and speciation, molecular genetics of disease resistance in plants and animals, genetic biodiversity and relevant computer programs."
734,22241,"""Human Cell""",0.868,Q2,https://www.scimagojr.com/journalsearch.php?q=22241&tip=sid&clean=0,"human cell is the official english-language journal of the japan human cell society. the journal serves as a forum for international research on all aspects of the human cell, encompassing not only cell biology but also pathology, cytology, and oncology, including clinical oncology. embryonic stem cells derived from animals, regenerative medicine using animal cells, and experimental animal models with implications for human diseases are covered as well.

submissions in any of the following categories will be considered: research articles, cell lines, rapid communications, reviews, and letters to the editor. a brief clinical case report focusing on cellular responses to pathological insults in human studies may also be submitted as a letter to the editor in a concise and short format.

not only basic scientists but also gynecologists, oncologists, and other clinical scientists are welcome to submit work expressing new ideas or research using human cells."
735,21741,"""Behavior Genetics""",0.866,Q2,https://www.scimagojr.com/journalsearch.php?q=21741&tip=sid&clean=0,behavior genetics - the leading journal concerned with the genetic analysis of complex traits - is published in cooperation with the behavior genetics association. this timely journal disseminates the most current original research on the inheritance and evolution of behavioral characteristics in man and other species. contributions from eminent international researchers focus on both the application of various genetic perspectives to the study of behavioral characteristics and the influence of behavioral differences on the genetic structure of populations.
736,23053,"""Journal of Natural Products""",0.866,Q2,https://www.scimagojr.com/journalsearch.php?q=23053&tip=sid&clean=0,"the journal of natural products invites and publishes papers that make substantial and scholarly contributions to the area of natural products research. contributions may relate to the chemistry and/or biochemistry of naturally occurring compounds or the biology of living systems from which they are obtained.

specifically, there may be articles that describe secondary metabolites of microorganisms, including antibiotics and mycotoxins; physiologically active compounds from terrestrial and marine plants and animals; biochemical studies, including biosynthesis and microbiological transformations; fermentation and plant tissue culture; the isolation, structure elucidation, and chemical synthesis of novel compounds from nature; and the pharmacology of compounds of natural origin.

when new compounds are reported, manuscripts describing their biological activity are much preferred.
specifically, there may be articles that describe secondary metabolites of microorganisms, including antibiotics and mycotoxins; physiologically active compounds from terrestrial and marine plants and animals; biochemical studies, including biosynthesis and microbiological transformations; fermentation and plant tissue culture; the isolation, structure elucidation, and chemical synthesis of novel compounds from nature; and the pharmacology of compounds of natural origin."
737,21100980170,"""Matrix Biology Plus""",0.866,Q1,https://www.scimagojr.com/journalsearch.php?q=21100980170&tip=sid&clean=0,
738,130171,"""Metabolomics""",0.866,Q2,https://www.scimagojr.com/journalsearch.php?q=130171&tip=sid&clean=0,"metabolomics publishes current research regarding the development of technology platforms for metabolomics. this includes, but is not limited to:

metabolomic applications within man, including pre-clinical and clinical
pharmacometabolomics for precision medicine
metabolic profiling and fingerprinting
metabolite target analysis
metabolomic applications within animals, plants and microbes
transcriptomics and proteomics in systems biology
metabolomics is an indispensable platform for researchers using new post-genomics approaches, to discover networks and interactions between metabolites, pharmaceuticals, snps, proteins and more. its articles go beyond the genome and metabolome, by including original clinical study material together with big data from new emerging technologies."
739,26017,"""Leukemia Research""",0.865,Q2,https://www.scimagojr.com/journalsearch.php?q=26017&tip=sid&clean=0,"leukemia research an international journal which brings comprehensive and current information to all health care professionals involved in basic and applied clinical research in hematological malignancies. the editors encourage the submission of articles relevant to hematological malignancies. the journal scope includes reporting studies of cellular and molecular biology, genetics, immunology, epidemiology, clinical evaluation, and therapy of these diseases."
740,17905,"""Yeast""",0.865,Q2,https://www.scimagojr.com/journalsearch.php?q=17905&tip=sid&clean=0,"yeast publishes original articles and reviews on the most significant developments of research with unicellular fungi, including innovative methods of broad applicability. it is essential reading for those wishing to keep up to date with this rapidly moving field of yeast biology.

topics covered include: biochemistry and molecular biology; biodiversity and taxonomy; biotechnology; cell and developmental biology; ecology and evolution; genetics and genomics; metabolism and physiology; pathobiology; synthetic and systems biology; tools and resources"
741,12100157156,"""Current Protocols in Cytometry""",0.864,Q2,https://www.scimagojr.com/journalsearch.php?q=12100157156&tip=sid&clean=0,"current protocols in cytometry is the comprehensive resource for all types of protocols in cytometry and imaging. the expansion of cell-based analysis systems across all fields of biology has been driven by the demand for high-content information integrated across proteomics and genomics. cytometry covers a wide array of technologies, all of which are complex and demand attention to assay design, data collection, and multivariate analysis. current protocols in cytometry includes protocols for basic, clinical and translational applications and features step-by-step instructions for performing hundreds of complex assays utilizing tracking probes, multiple reporter molecules, and analyzing big data from high-throughput cytometric and imaging analysis.. vital information such as safety issues for highly dangerous pathogens, statistical considerations and instrumentation is covered in detail. the publication covers approaches ranging from single-cell analysis using flow cytometry to large-scale imaging using high-content screening and analysis. an extensive section of the publication covers advanced data analysis integrating current techniques of classification and automated identification. coverage includes:

flow cytometry instrumentation;
image cytometry instrumentation;
safety procedures and quality control;
molecular and cellular probes;
specimen handling, storage, and preparation;
phenotypic analysis;
nucleic acid analysis;
molecular cytogenetics;
studies of cell function;
data processing and analysis;
microbiological applications;
cellular and molecular imaging;
multiplexed and microparticle-based analyses."
742,50101,"""Experimental Biology and Medicine""",0.864,Q2,https://www.scimagojr.com/journalsearch.php?q=50101&tip=sid&clean=0,"experimental biology and medicine (ebm) is a global, peer-reviewed journal dedicated to the publication of multidisciplinary and interdisciplinary research in the biomedical sciences. ebm provides both research and review articles as well as meeting symposia and brief communications. articles in ebm represent cutting edge research at the overlapping junctions of the biological, physical and engineering sciences that impact upon the health and welfare of the world's population.

topics covered in ebm include: anatomy/pathology; biochemistry and molecular biology; bioimaging; biomedical engineering; bionanoscience; cell and developmental biology; endocrinology and nutrition; environmental health/biomarkers/precision medicine; genomics, proteomics, and bioinformatics; immunology/microbiology/virology; mechanisms of aging; neuroscience; pharmacology and toxicology; physiology; stem cell biology; structural biology; systems biology and microphysiological systems; and translational research."
743,17700156777,"""Advances in Pharmacological Sciences""",0.862,Q2,https://www.scimagojr.com/journalsearch.php?q=17700156777&tip=sid&clean=0,"advances in pharmacological and pharmaceutical sciences is a peer-reviewed, open access journal that publishes original research articles, review articles, and clinical studies in all areas of experimental and clinical pharmacology, pharmaceutics, medicinal chemistry and drug delivery.

topics covered by the journal include, but are not limited to:

-biochemical pharmacology, drug mechanism of action, pharmacodynamics, pharmacogenetics, pharmacokinetics, and toxicology.
-the design and preparation of new drugs, and their safety and efficacy in humans, including descriptions of drug dosage forms.
-all areas of medicinal chemistry, such as drug discovery, design and synthesis.
-basic biology of drug and gene delivery through to application and development of these principles, through therapeutic delivery and targeting. areas covered include bioavailability, controlled release, microcapsules, novel drug delivery systems, personalized drug delivery, and techniques for passing biological barriers."
744,11300153710,"""Rice Science""",0.862,Q2,https://www.scimagojr.com/journalsearch.php?q=11300153710&tip=sid&clean=0,"rice science is an international research journal sponsored by china national rice research institute. it publishes original research papers, review articles, as well as short communications on all aspects of rice sciences in english language. some of the topics that may be included in each issue are: breeding and genetics, biotechnology, germplasm resources, crop management, pest management, physiology, soil and fertilizer management, ecology, cereal chemistry and post-harvest processing."
745,21100851290,"""World Journal of Stem Cells""",0.862,Q2,https://www.scimagojr.com/journalsearch.php?q=21100851290&tip=sid&clean=0,information not localized
